season,rating_year,week,game_id,away_team,home_team,selected_team,opponent_team,selected_side,provider,market_line,model_line,edge_points,recommendation,recommended_units,home_rating,away_rating,projected_home_margin,actual_home_margin,home_score,away_score,ats_result,cover_margin,flat_profit_units,recommended_profit_units
2023,2022,1,,Washington State,Colorado State,Washington State,Colorado State,away,DraftKings,-11.0,-29.2,18.2,Value,0.0,-22.2,9.5,-29.2,-26,24,50,win,15.0,0.9091,0.0
2023,2022,13,,UL Monroe,Louisiana,Louisiana,UL Monroe,home,DraftKings,-12.5,-20.2,7.7,Value,0.25,2.0,-15.7,20.2,31,52,21,win,18.5,0.9091,0.2273
2023,2022,12,,Old Dominion,Georgia Southern,Georgia Southern,Old Dominion,home,DraftKings,-7.0,-9.1,2.1,Lean,0.0,-6.4,-13.0,9.1,-3,17,20,loss,-10.0,-1.0,-0.0
2023,2022,11,,Duke,North Carolina,Duke,North Carolina,away,DraftKings,9.5,5.3,4.2,Value,0.0,7.8,5.0,5.3,2,47,45,win,7.5,0.9091,0.0
2023,2022,13,,BYU,Oklahoma State,BYU,Oklahoma State,away,DraftKings,17.5,15.2,2.3,Lean,0.0,11.3,-1.4,15.2,6,40,34,win,11.5,0.9091,0.0
2023,2022,13,,Air Force,Boise State,Air Force,Boise State,away,DraftKings,6.5,4.3,2.2,Lean,0.0,5.7,3.9,4.3,8,27,19,loss,-1.5,-1.0,-0.0
2023,2022,10,,Army,Air Force,Army,Air Force,away,DraftKings,18.5,7.9,10.6,Value,0.0,3.9,-1.5,7.9,-20,3,23,win,38.5,0.9091,0.0
2023,2022,11,,Akron,Miami (OH),Akron,Miami (OH),away,DraftKings,17.0,13.2,3.8,Lean,0.0,-12.7,-23.4,13.2,19,19,0,loss,-2.0,-1.0,-0.0
2023,2022,13,,Miami (OH),Ball State,Ball State,Miami (OH),home,DraftKings,6.5,-0.3,6.8,Value,0.0,-14.9,-12.7,0.3,-2,15,17,win,4.5,0.9091,0.0
2023,2022,11,,Bowling Green,Kent State,Kent State,Bowling Green,home,DraftKings,8.5,-7.5,16.0,Value,0.0,-13.1,-18.1,7.5,-30,19,49,loss,-21.5,-1.0,-0.0
2023,2022,11,,Eastern Michigan,Toledo,Eastern Michigan,Toledo,away,DraftKings,18.5,5.9,12.6,Value,0.0,-3.7,-7.1,5.9,26,49,23,loss,-7.5,-1.0,-0.0
2023,2022,13,,Charlotte,South Florida,Charlotte,South Florida,away,DraftKings,5.5,1.9,3.6,Lean,0.0,-17.0,-16.4,1.9,34,48,14,loss,-28.5,-1.0,-0.0
2023,2022,11,,Ball State,Northern Illinois,Ball State,Northern Illinois,away,DraftKings,10.5,-1.4,11.9,Value,0.0,-18.8,-14.9,-1.4,-3,17,20,win,13.5,0.9091,0.0
2023,2022,13,,Iowa State,Kansas State,Kansas State,Iowa State,home,DraftKings,-11.5,-18.6,7.1,Value,0.25,21.4,5.3,18.6,-7,35,42,loss,-18.5,-1.0,-0.25
2023,2022,13,,Missouri,Arkansas,Arkansas,Missouri,home,DraftKings,7.0,-6.4,13.4,Value,0.0,12.0,8.1,6.4,-34,14,48,loss,-27.0,-1.0,-0.0
2023,2022,12,,Hawai'i,Wyoming,Wyoming,Hawai'i,home,DraftKings,-14.5,-16.4,1.9,Watch,0.0,-10.8,-24.7,16.4,33,42,9,win,18.5,0.9091,0.0
2023,2022,13,,Liberty,UTEP,UTEP,Liberty,home,DraftKings,17.0,6.7,10.3,Value,0.0,-10.7,-1.5,-6.7,-14,28,42,win,3.0,0.9091,0.0
2023,2022,12,,App State,James Madison,App State,James Madison,away,DraftKings,11.5,7.3,4.2,Value,0.0,6.5,1.7,7.3,-3,23,26,win,14.5,0.9091,0.0
2023,2022,11,,Central Michigan,Western Michigan,Central Michigan,Western Michigan,away,DraftKings,3.5,-0.8,4.3,Value,0.0,-17.3,-14.0,-0.8,10,38,28,loss,-6.5,-1.0,-0.0
2023,2022,11,,Ohio,Buffalo,Buffalo,Ohio,home,DraftKings,7.0,2.1,4.9,Value,0.0,-9.2,-4.6,-2.1,-10,10,20,loss,-3.0,-1.0,-0.0
2023,2022,13,,Iowa,Nebraska,Iowa,Nebraska,away,DraftKings,-1.0,-11.4,10.4,Value,0.0,-1.2,12.7,-11.4,-3,10,13,win,2.0,0.9091,0.0
2023,2022,13,,South Alabama,Texas State,South Alabama,Texas State,away,DraftKings,-5.0,-19.8,14.8,Value,0.0,-11.5,10.8,-19.8,8,52,44,loss,-13.0,-1.0,-0.0
2023,2022,12,,UCF,Texas Tech,UCF,Texas Tech,away,DraftKings,3.0,0.7,2.3,Lean,0.0,8.5,10.3,0.7,1,24,23,win,2.0,0.9091,0.0
2023,2022,13,,Pittsburgh,Duke,Pittsburgh,Duke,away,DraftKings,6.5,-1.1,7.6,Value,0.25,5.0,8.6,-1.1,11,30,19,loss,-4.5,-1.0,-0.25
2023,2022,11,,Southern Miss,Louisiana,Southern Miss,Louisiana,away,DraftKings,12.0,8.0,4.0,Value,0.0,2.0,-3.5,8.0,-3,31,34,win,15.0,0.9091,0.0
2023,2022,11,,Virginia,Louisville,Louisville,Virginia,home,DraftKings,-19.5,-20.5,1.0,Watch,0.0,9.0,-9.0,20.5,7,31,24,loss,-12.5,-1.0,-0.0
2023,2022,13,,Memphis,Temple,Memphis,Temple,away,DraftKings,-11.0,-17.2,6.2,Value,0.0,-12.9,6.8,-17.2,-24,21,45,win,13.0,0.9091,0.0
2023,2022,12,,South Florida,UTSA,UTSA,South Florida,home,DraftKings,-15.5,-26.7,11.2,Value,0.0,7.2,-17.0,26.7,28,49,21,win,12.5,0.9091,0.0
2023,2022,11,,North Texas,SMU,North Texas,SMU,away,DraftKings,15.5,8.7,6.8,Value,0.0,4.7,-1.5,8.7,24,45,21,loss,-8.5,-1.0,-0.0
2023,2022,13,,Tulsa,East Carolina,East Carolina,Tulsa,home,DraftKings,-3.0,-9.7,6.7,Value,0.0,1.1,-6.1,9.7,-2,27,29,loss,-5.0,-1.0,-0.0
2023,2022,11,,Alabama,Kentucky,Alabama,Kentucky,away,DraftKings,-10.0,-14.8,4.8,Value,0.0,13.0,30.3,-14.8,-28,21,49,win,18.0,0.9091,0.0
2023,2022,11,,Wyoming,UNLV,Wyoming,UNLV,away,DraftKings,2.5,1.4,1.1,Watch,0.0,-11.9,-10.8,1.4,20,34,14,loss,-17.5,-1.0,-0.0
2023,2022,12,,Syracuse,Georgia Tech,Syracuse,Georgia Tech,away,DraftKings,6.0,-11.8,17.8,Value,0.0,-11.8,2.5,-11.8,9,31,22,loss,-3.0,-1.0,-0.0
2023,2022,13,,Vanderbilt,Tennessee,Tennessee,Vanderbilt,home,DraftKings,-25.5,-32.4,6.9,Value,0.0,25.2,-4.7,32.4,24,48,24,loss,-1.5,-1.0,-0.0
2023,2022,12,,New Mexico State,Auburn,Auburn,New Mexico State,home,DraftKings,-22.0,-23.0,1.0,Watch,0.0,5.1,-15.4,23.0,-21,10,31,loss,-43.0,-1.0,-0.0
2023,2022,11,,East Carolina,Florida Atlantic,East Carolina,Florida Atlantic,away,DraftKings,9.5,-5.7,15.2,Value,0.0,-7.1,1.1,-5.7,-15,7,22,win,24.5,0.9091,0.0
2023,2022,13,,California,UCLA,UCLA,California,home,DraftKings,-10.0,-20.5,10.5,Value,0.0,15.0,-3.0,20.5,-26,7,33,loss,-36.0,-1.0,-0.0
2023,2022,11,,Memphis,Charlotte,Memphis,Charlotte,away,DraftKings,-11.0,-20.7,9.7,Value,0.25,-16.4,6.8,-20.7,-6,38,44,loss,-5.0,-1.0,-0.25
2023,2022,11,,NC State,Wake Forest,Wake Forest,NC State,home,DraftKings,2.5,-3.9,6.4,Value,0.0,8.2,6.8,3.9,-20,6,26,loss,-17.5,-1.0,-0.0
2023,2022,13,,Texas Tech,Texas,Texas,Texas Tech,home,DraftKings,-13.5,-17.1,3.6,Lean,0.0,23.1,8.5,17.1,50,57,7,win,36.5,0.9091,0.0
2023,2022,11,,Minnesota,Purdue,Minnesota,Purdue,away,DraftKings,-0.0,-5.8,5.8,Value,0.0,7.7,16.0,-5.8,19,49,30,loss,-19.0,-1.0,-0.0
2023,2022,11,,Oklahoma State,UCF,UCF,Oklahoma State,home,DraftKings,2.5,-1.5,4.0,Value,0.0,10.3,11.3,1.5,42,45,3,win,44.5,0.9091,0.0
2023,2022,11,,Georgia Tech,Clemson,Clemson,Georgia Tech,home,DraftKings,-15.5,-31.9,16.4,Value,0.0,17.6,-11.8,31.9,21,42,21,win,5.5,0.9091,0.0
2023,2022,11,,Temple,South Florida,Temple,South Florida,away,DraftKings,7.5,-1.6,9.1,Value,0.25,-17.0,-12.9,-1.6,4,27,23,win,3.5,0.9091,0.2273
2023,2022,11,,Virginia Tech,Boston College,Virginia Tech,Boston College,away,DraftKings,2.5,-2.9,5.4,Value,0.0,-14.9,-9.5,-2.9,-26,22,48,win,28.5,0.9091,0.0
2023,2022,11,,Vanderbilt,South Carolina,South Carolina,Vanderbilt,home,DraftKings,-14.0,-19.9,5.9,Value,0.0,12.7,-4.7,19.9,41,47,6,win,27.0,0.9091,0.0
2023,2022,11,,UConn,James Madison,UConn,James Madison,away,DraftKings,27.0,23.6,3.4,Lean,0.0,6.5,-14.6,23.6,38,44,6,loss,-11.0,-1.0,-0.0
2023,2022,12,,San Diego State,San José State,San Diego State,San José State,away,DraftKings,14.0,2.6,11.4,Value,0.0,-4.3,-4.4,2.6,11,24,13,win,3.0,0.9091,0.0
2023,2022,11,,Texas Tech,Kansas,Texas Tech,Kansas,away,DraftKings,3.5,-3.1,6.6,Value,0.0,2.9,8.5,-3.1,-3,13,16,win,6.5,0.9091,0.0
2023,2022,13,,Miami,Boston College,Miami,Boston College,away,DraftKings,-9.0,-9.7,0.7,No Play,0.0,-14.9,-2.7,-9.7,-25,20,45,win,16.0,0.9091,0.0
2023,2022,11,,Old Dominion,Liberty,Liberty,Old Dominion,home,DraftKings,-13.0,-14.0,1.0,Watch,0.0,-1.5,-13.0,14.0,28,38,10,win,15.0,0.9091,0.0
2023,2022,11,,Arizona,Colorado,Arizona,Colorado,away,DraftKings,-6.0,-14.7,8.7,Value,0.25,-20.4,-3.2,-14.7,-3,31,34,loss,-3.0,-1.0,-0.25
2023,2022,11,,Northwestern,Wisconsin,Wisconsin,Northwestern,home,DraftKings,-12.0,-24.2,12.2,Value,0.0,8.3,-13.4,24.2,-14,10,24,loss,-26.0,-1.0,-0.0
2023,2022,13,,Utah State,New Mexico,Utah State,New Mexico,away,DraftKings,-8.5,-11.1,2.6,Lean,0.0,-26.9,-13.3,-11.1,-3,41,44,loss,-5.5,-1.0,-0.0
2023,2022,11,,Nevada,Utah State,Nevada,Utah State,away,DraftKings,15.5,11.6,3.9,Lean,0.0,-13.3,-22.4,11.6,17,41,24,loss,-1.5,-1.0,-0.0
2023,2022,11,,Rutgers,Iowa,Iowa,Rutgers,home,DraftKings,-2.5,-24.3,21.8,Value,0.0,12.7,-9.1,24.3,22,22,0,win,19.5,0.9091,0.0
2023,2022,11,,Washington State,California,Washington State,California,away,DraftKings,1.5,-10.0,11.5,Value,0.0,-3.0,9.5,-10.0,3,42,39,loss,-1.5,-1.0,-0.0
2023,2022,11,,New Mexico,Boise State,Boise State,New Mexico,home,DraftKings,-26.5,-35.1,8.6,Value,0.25,5.7,-26.9,35.1,28,42,14,win,1.5,0.9091,0.2273
2023,2022,11,,Iowa State,BYU,BYU,Iowa State,home,DraftKings,7.0,4.2,2.8,Lean,0.0,-1.4,5.3,-4.2,-32,13,45,loss,-25.0,-1.0,-0.0
2023,2022,11,,App State,Georgia State,App State,Georgia State,away,DraftKings,2.0,-2.5,4.5,Value,0.0,-3.3,1.7,-2.5,-28,14,42,win,30.0,0.9091,0.0
2023,2022,13,,Notre Dame,Stanford,Stanford,Notre Dame,home,DraftKings,24.5,15.0,9.5,Value,0.25,-7.2,10.3,-15.0,-33,23,56,loss,-8.5,-1.0,-0.25
2023,2022,13,,Houston,UCF,Houston,UCF,away,DraftKings,13.5,8.3,5.2,Value,0.0,10.3,4.5,8.3,14,27,13,loss,-0.5,-1.0,-0.0
2023,2022,13,,Eastern Michigan,Buffalo,Eastern Michigan,Buffalo,away,DraftKings,6.5,0.4,6.1,Value,0.0,-9.2,-7.1,0.4,-13,11,24,win,19.5,0.9091,0.0
2023,2022,11,,Troy,UL Monroe,Troy,UL Monroe,away,DraftKings,-20.0,-21.3,1.3,Watch,0.0,-15.7,8.1,-21.3,-31,14,45,win,11.0,0.9091,0.0
2023,2022,11,,Tennessee,Missouri,Tennessee,Missouri,away,DraftKings,-1.0,-14.6,13.6,Value,0.0,8.1,25.2,-14.6,29,36,7,loss,-30.0,-1.0,-0.0
2023,2022,11,,Baylor,Kansas State,Baylor,Kansas State,away,DraftKings,19.0,12.2,6.8,Value,0.0,21.4,11.7,12.2,34,59,25,loss,-15.0,-1.0,-0.0
2023,2022,11,,Auburn,Arkansas,Arkansas,Auburn,home,DraftKings,-3.0,-9.4,6.4,Value,0.0,12.0,5.1,9.4,-38,10,48,loss,-41.0,-1.0,-0.0
2023,2022,11,,Stanford,Oregon State,Oregon State,Stanford,home,DraftKings,-20.0,-24.0,4.0,Value,0.0,14.3,-7.2,24.0,45,62,17,win,25.0,0.9091,0.0
2023,2022,11,,Georgia Southern,Marshall,Marshall,Georgia Southern,home,DraftKings,1.5,-11.9,13.4,Value,0.0,3.0,-6.4,11.9,5,38,33,win,6.5,0.9091,0.0
2023,2022,11,,West Virginia,Oklahoma,Oklahoma,West Virginia,home,DraftKings,-12.0,-15.5,3.5,Lean,0.0,15.4,2.4,15.5,39,59,20,win,27.0,0.9091,0.0
2023,2022,11,,Arizona State,UCLA,UCLA,Arizona State,home,DraftKings,-16.0,-21.6,5.6,Value,0.0,15.0,-4.1,21.6,-10,7,17,loss,-26.0,-1.0,-0.0
2023,2022,13,,Northern Illinois,Kent State,Kent State,Northern Illinois,home,DraftKings,18.5,-8.2,26.7,Value,0.0,-13.1,-18.8,8.2,-10,27,37,win,8.5,0.9091,0.0
2023,2022,13,,Kentucky,Louisville,Kentucky,Louisville,away,DraftKings,7.0,-1.5,8.5,Value,0.25,9.0,13.0,-1.5,-7,31,38,win,14.0,0.9091,0.2273
2023,2022,11,,Indiana,Illinois,Illinois,Indiana,home,DraftKings,-5.5,-25.5,20.0,Value,0.0,15.9,-7.1,25.5,3,48,45,loss,-2.5,-1.0,-0.0
2023,2022,11,,Rice,UTSA,UTSA,Rice,home,DraftKings,-13.0,-24.9,11.9,Value,0.0,7.2,-15.2,24.9,20,34,14,win,7.0,0.9091,0.0
2023,2022,13,,Kansas,Cincinnati,Cincinnati,Kansas,home,DraftKings,6.0,-12.7,18.7,Value,0.0,13.1,2.9,12.7,-33,16,49,loss,-27.0,-1.0,-0.0
2023,2022,11,,Maryland,Nebraska,Maryland,Nebraska,away,DraftKings,-1.0,-9.9,8.9,Value,0.25,-1.2,11.2,-9.9,-3,10,13,win,2.0,0.9091,0.2273
2023,2022,11,,Tulsa,Tulane,Tulsa,Tulane,away,DraftKings,22.5,21.0,1.5,Watch,0.0,12.4,-6.1,21.0,2,24,22,win,20.5,0.9091,0.0
2023,2022,11,,Florida International,Middle Tennessee,Middle Tennessee,Florida International,home,DraftKings,-11.5,-21.1,9.6,Value,0.25,-6.9,-25.5,21.1,34,40,6,win,22.5,0.9091,0.2273
2023,2022,11,,New Mexico State,Western Kentucky,Western Kentucky,New Mexico State,home,DraftKings,-5.5,-19.6,14.1,Value,0.0,1.7,-15.4,19.6,-9,29,38,loss,-14.5,-1.0,-0.0
2023,2022,11,,Pittsburgh,Syracuse,Pittsburgh,Syracuse,away,DraftKings,-1.0,-3.6,2.6,Lean,0.0,2.5,8.6,-3.6,15,28,13,loss,-16.0,-1.0,-0.0
2023,2022,11,,UAB,Navy,Navy,UAB,home,DraftKings,4.5,4.2,0.3,No Play,0.0,-7.2,-0.5,-4.2,25,31,6,win,29.5,0.9091,0.0
2023,2022,11,,Arkansas State,South Alabama,South Alabama,Arkansas State,home,DraftKings,-12.0,-26.3,14.3,Value,0.0,10.8,-13.0,26.3,7,21,14,loss,-5.0,-1.0,-0.0
2023,2022,11,,Cincinnati,Houston,Cincinnati,Houston,away,DraftKings,2.5,-6.1,8.6,Value,0.25,4.5,13.1,-6.1,-10,14,24,win,12.5,0.9091,0.2273
2023,2022,11,,San Diego State,Colorado State,San Diego State,Colorado State,away,DraftKings,4.5,-15.3,19.8,Value,0.0,-22.2,-4.4,-15.3,3,22,19,win,1.5,0.9091,0.0
2023,2022,11,,Mississippi State,Texas A&M,Mississippi State,Texas A&M,away,DraftKings,18.5,-3.8,22.3,Value,0.0,9.1,15.4,-3.8,41,51,10,loss,-22.5,-1.0,-0.0
2023,2022,11,,Fresno State,San José State,Fresno State,San José State,away,DraftKings,-1.0,-5.1,4.1,Value,0.0,-4.3,3.3,-5.1,24,42,18,loss,-25.0,-1.0,-0.0
2023,2022,11,,Air Force,Hawai'i,Air Force,Hawai'i,away,DraftKings,-20.0,-26.1,6.1,Value,0.0,-24.7,3.9,-26.1,14,27,13,loss,-34.0,-1.0,-0.0
2023,2022,10,,LSU,Alabama,Alabama,LSU,home,DraftKings,-3.0,-16.6,13.6,Value,0.0,30.3,16.2,16.6,14,42,28,win,11.0,0.9091,0.0
2023,2022,10,,Arkansas,Florida,Arkansas,Florida,away,DraftKings,4.5,0.9,3.6,Lean,0.0,10.4,12.0,0.9,-3,36,39,win,7.5,0.9091,0.0
2023,2022,10,,Missouri,Georgia,Georgia,Missouri,home,DraftKings,-15.0,-29.7,14.7,Value,0.0,35.3,8.1,29.7,9,30,21,loss,-6.0,-1.0,-0.0
2023,2022,10,,Wisconsin,Indiana,Wisconsin,Indiana,away,DraftKings,-9.5,-12.9,3.4,Lean,0.0,-7.1,8.3,-12.9,6,20,14,loss,-15.5,-1.0,-0.0
2023,2022,10,,Louisiana Tech,Liberty,Liberty,Louisiana Tech,home,DraftKings,-16.5,-18.8,2.3,Lean,0.0,-1.5,-17.8,18.8,26,56,30,win,9.5,0.9091,0.0
2023,2022,10,,Penn State,Maryland,Penn State,Maryland,away,DraftKings,-8.5,-8.7,0.2,No Play,0.0,11.2,22.4,-8.7,-36,15,51,win,27.5,0.9091,0.0
2023,2022,10,,Purdue,Michigan,Purdue,Michigan,away,DraftKings,32.5,26.8,5.7,Value,0.0,32.0,7.7,26.8,28,41,13,win,4.5,0.9091,0.0
2023,2022,10,,Nebraska,Michigan State,Michigan State,Nebraska,home,DraftKings,3.0,-4.9,7.9,Value,0.25,1.2,-1.2,4.9,3,20,17,win,6.0,0.9091,0.2273
2023,2022,10,,Illinois,Minnesota,Minnesota,Illinois,home,DraftKings,-1.5,-2.6,1.1,Watch,0.0,16.0,15.9,2.6,-1,26,27,loss,-2.5,-1.0,-0.0
2023,2022,10,,Kentucky,Mississippi State,Mississippi State,Kentucky,home,DraftKings,5.0,-4.9,9.9,Value,0.25,15.4,13.0,4.9,-21,3,24,loss,-16.0,-1.0,-0.25
2023,2022,10,,Middle Tennessee,New Mexico State,Middle Tennessee,New Mexico State,away,DraftKings,3.5,-6.0,9.5,Value,0.25,-15.4,-6.9,-6.0,6,13,7,loss,-2.5,-1.0,-0.25
2023,2022,10,,Iowa,Northwestern,Iowa,Northwestern,away,DraftKings,-4.5,-23.6,19.1,Value,0.0,-13.4,12.7,-23.6,-3,7,10,loss,-1.5,-1.0,-0.0
2023,2022,10,,Texas A&M,Ole Miss,Ole Miss,Texas A&M,home,DraftKings,-3.0,-9.6,6.6,Value,0.0,16.2,9.1,9.6,3,38,35,push,0.0,0.0,0.0
2023,2022,10,,Ohio State,Rutgers,Ohio State,Rutgers,away,DraftKings,-19.0,-37.7,18.7,Value,0.0,-9.1,31.1,-37.7,-19,16,35,push,0.0,0.0,0.0
2023,2022,10,,UConn,Tennessee,Tennessee,UConn,home,DraftKings,-36.0,-42.3,6.3,Value,0.0,25.2,-14.6,42.3,56,59,3,win,20.0,0.9091,0.0
2023,2022,10,,Western Kentucky,UTEP,Western Kentucky,UTEP,away,DraftKings,-9.5,-9.9,0.4,No Play,0.0,-10.7,1.7,-9.9,-8,13,21,loss,-1.5,-1.0,-0.0
2023,2022,10,,UCLA,Arizona,UCLA,Arizona,away,DraftKings,-2.5,-15.7,13.2,Value,0.0,-3.2,15.0,-15.7,17,27,10,loss,-19.5,-1.0,-0.0
2023,2022,10,,Oregon State,Colorado,Oregon State,Colorado,away,DraftKings,-13.5,-32.2,18.7,Value,0.0,-20.4,14.3,-32.2,-7,19,26,loss,-6.5,-1.0,-0.0
2023,2022,10,,California,Oregon,California,Oregon,away,DraftKings,24.5,24.4,0.1,No Play,0.0,18.9,-3.0,24.4,44,63,19,loss,-19.5,-1.0,-0.0
2023,2022,10,,Washington,USC,USC,Washington,home,DraftKings,3.0,-5.7,8.7,Value,0.25,18.9,15.7,5.7,-10,42,52,loss,-7.0,-1.0,-0.25
2023,2022,10,,Arizona State,Utah,Utah,Arizona State,home,DraftKings,-11.0,-25.8,14.8,Value,0.0,19.2,-4.1,25.8,52,55,3,win,41.0,0.9091,0.0
2023,2022,10,,Stanford,Washington State,Washington State,Stanford,home,DraftKings,-13.0,-19.2,6.2,Value,0.0,9.5,-7.2,19.2,-3,7,10,loss,-16.0,-1.0,-0.0
2023,2022,10,,Notre Dame,Clemson,Clemson,Notre Dame,home,DraftKings,3.0,-9.8,12.8,Value,0.0,17.6,10.3,9.8,8,31,23,win,11.0,0.9091,0.0
2023,2022,10,,Wake Forest,Duke,Wake Forest,Duke,away,DraftKings,6.5,-0.7,7.2,Value,0.25,5.0,8.2,-0.7,3,24,21,win,3.5,0.9091,0.2273
2023,2022,10,,Boston College,Syracuse,Syracuse,Boston College,home,DraftKings,-3.0,-19.9,16.9,Value,0.0,2.5,-14.9,19.9,-7,10,17,loss,-10.0,-1.0,-0.0
2023,2022,10,,Florida State,Pittsburgh,Pittsburgh,Florida State,home,DraftKings,21.5,2.1,19.4,Value,0.0,8.6,13.2,-2.1,-17,7,24,win,4.5,0.9091,0.0
2023,2022,10,,Georgia Tech,Virginia,Virginia,Georgia Tech,home,DraftKings,-2.0,-5.3,3.3,Lean,0.0,-9.0,-11.8,5.3,-28,17,45,loss,-30.0,-1.0,-0.0
2023,2022,10,,Miami,NC State,NC State,Miami,home,DraftKings,5.5,-12.0,17.5,Value,0.0,6.8,-2.7,12.0,14,20,6,win,19.5,0.9091,0.0
2023,2022,10,,TCU,Texas Tech,TCU,Texas Tech,away,DraftKings,2.5,-13.3,15.8,Value,0.0,8.5,24.3,-13.3,7,35,28,loss,-4.5,-1.0,-0.0
2023,2022,10,,Houston,Baylor,Baylor,Houston,home,DraftKings,-3.0,-9.7,6.7,Value,0.0,11.7,4.5,9.7,-1,24,25,loss,-4.0,-1.0,-0.0
2023,2022,10,,UCF,Cincinnati,Cincinnati,UCF,home,DraftKings,3.5,-5.3,8.8,Value,0.25,13.1,10.3,5.3,-2,26,28,win,1.5,0.9091,0.2273
2023,2022,10,,Kansas,Iowa State,Iowa State,Kansas,home,DraftKings,-2.5,-4.9,2.4,Lean,0.0,5.3,2.9,4.9,-7,21,28,loss,-9.5,-1.0,-0.0
2023,2022,10,,Oklahoma,Oklahoma State,Oklahoma State,Oklahoma,home,DraftKings,6.0,1.6,4.4,Value,0.0,11.3,15.4,-1.6,3,27,24,win,9.0,0.9091,0.0
2023,2022,10,,BYU,West Virginia,BYU,West Virginia,away,DraftKings,13.0,6.3,6.7,Value,0.0,2.4,-1.4,6.3,30,37,7,loss,-17.0,-1.0,-0.0
2023,2022,10,,Charlotte,Tulsa,Tulsa,Charlotte,home,DraftKings,-4.5,-12.8,8.3,Value,0.25,-6.1,-16.4,12.8,-7,26,33,loss,-11.5,-1.0,-0.25
2023,2022,10,,Tulane,East Carolina,East Carolina,Tulane,home,DraftKings,17.0,8.8,8.2,Value,0.25,1.1,12.4,-8.8,-3,10,13,win,14.0,0.9091,0.2273
2023,2022,10,,Florida Atlantic,UAB,UAB,Florida Atlantic,home,DraftKings,-1.0,-9.1,8.1,Value,0.25,-0.5,-7.1,9.1,3,45,42,win,2.0,0.9091,0.2273
2023,2022,10,,Navy,Temple,Temple,Navy,home,DraftKings,7.0,3.2,3.8,Lean,0.0,-12.9,-7.2,-3.2,14,32,18,win,21.0,0.9091,0.0
2023,2022,10,,UTSA,North Texas,North Texas,UTSA,home,DraftKings,7.5,6.2,1.3,Watch,0.0,-1.5,7.2,-6.2,-8,29,37,loss,-0.5,-1.0,-0.0
2023,2022,10,,South Florida,Memphis,Memphis,South Florida,home,DraftKings,-13.5,-26.3,12.8,Value,0.0,6.8,-17.0,26.3,9,59,50,loss,-4.5,-1.0,-0.0
2023,2022,10,,SMU,Rice,SMU,Rice,away,DraftKings,-12.0,-17.4,5.4,Value,0.0,-15.2,4.7,-17.4,-5,31,36,loss,-7.0,-1.0,-0.0
2023,2022,10,,South Alabama,Troy,South Alabama,Troy,away,DraftKings,5.5,-0.2,5.7,Value,0.0,8.1,10.8,-0.2,18,28,10,loss,-12.5,-1.0,-0.0
2023,2022,10,,Marshall,App State,Marshall,App State,away,DraftKings,3.5,1.2,2.3,Lean,0.0,1.7,3.0,1.2,22,31,9,loss,-18.5,-1.0,-0.0
2023,2022,10,,James Madison,Georgia State,James Madison,Georgia State,away,DraftKings,-6.0,-7.3,1.3,Watch,0.0,-3.3,6.5,-7.3,-28,14,42,win,22.0,0.9091,0.0
2023,2022,10,,Coastal Carolina,Old Dominion,Coastal Carolina,Old Dominion,away,DraftKings,-1.0,-11.1,10.1,Value,0.0,-13.0,0.6,-11.1,-4,24,28,win,3.0,0.9091,0.0
2023,2022,10,,Louisiana,Arkansas State,Louisiana,Arkansas State,away,DraftKings,-9.0,-12.5,3.5,Lean,0.0,-13.0,2.0,-12.5,20,37,17,loss,-29.0,-1.0,-0.0
2023,2022,10,,UL Monroe,Southern Miss,Southern Miss,UL Monroe,home,DraftKings,-3.0,-14.7,11.7,Value,0.0,-3.5,-15.7,14.7,17,24,7,win,14.0,0.9091,0.0
2023,2022,10,,Buffalo,Toledo,Buffalo,Toledo,away,DraftKings,14.0,8.0,6.0,Value,0.0,-3.7,-9.2,8.0,18,31,13,loss,-4.0,-1.0,-0.0
2023,2022,10,,Ball State,Bowling Green,Ball State,Bowling Green,away,DraftKings,6.5,-0.7,7.2,Value,0.25,-18.1,-14.9,-0.7,3,24,21,win,3.5,0.9091,0.2273
2023,2022,10,,Kent State,Akron,Kent State,Akron,away,DraftKings,4.0,-7.8,11.8,Value,0.0,-23.4,-13.1,-7.8,4,31,27,push,0.0,0.0,0.0
2023,2022,10,,Boise State,Fresno State,Boise State,Fresno State,away,DraftKings,3.0,0.1,2.9,Lean,0.0,3.3,5.7,0.1,7,37,30,loss,-4.0,-1.0,-0.0
2023,2022,10,,Colorado State,Wyoming,Wyoming,Colorado State,home,DraftKings,-6.0,-13.9,7.9,Value,0.25,-10.8,-22.2,13.9,9,24,15,win,3.0,0.9091,0.2273
2023,2022,10,,Hawai'i,Nevada,Nevada,Hawai'i,home,DraftKings,-3.5,-4.8,1.3,Watch,0.0,-22.4,-24.7,4.8,-13,14,27,loss,-16.5,-1.0,-0.0
2023,2022,10,,UNLV,New Mexico,UNLV,New Mexico,away,DraftKings,-10.0,-12.5,2.5,Lean,0.0,-26.9,-11.9,-12.5,-42,14,56,win,32.0,0.9091,0.0
2023,2022,13,,Western Kentucky,Florida International,Western Kentucky,Florida International,away,DraftKings,-10.0,-24.7,14.7,Value,0.0,-25.5,1.7,-24.7,-13,28,41,win,3.0,0.9091,0.0
