season,rating_year,week,game_id,away_team,home_team,selected_team,opponent_team,selected_side,provider,market_line,model_line,edge_points,recommendation,recommended_units,home_rating,away_rating,projected_home_margin,actual_home_margin,home_score,away_score,ats_result,cover_margin,flat_profit_units,recommended_profit_units
2024,2023,1,,UCLA,Hawai'i,UCLA,Hawai'i,away,DraftKings,-13.5,-23.6,10.1,Value,0.0,-16.4,9.7,-23.6,-3,13,16,loss,-10.5,-1.0,-0.0
2024,2023,4,,USC,Michigan,Michigan,USC,home,DraftKings,4.0,-24.4,28.4,Value,0.0,31.3,9.4,24.4,3,27,24,win,7.0,0.9091,0.0
2024,2023,5,,Virginia Tech,Miami,Virginia Tech,Miami,away,DraftKings,17.5,6.3,11.2,Value,0.0,9.6,5.8,6.3,4,38,34,win,13.5,0.9091,0.0
2024,2023,3,,Arizona,Kansas State,Arizona,Kansas State,away,DraftKings,7.0,4.6,2.4,Lean,0.0,16.2,14.1,4.6,24,31,7,loss,-17.0,-1.0,-0.0
2024,2023,3,,West Virginia,Pittsburgh,West Virginia,Pittsburgh,away,DraftKings,-2.5,-12.3,9.8,Value,0.25,-7.3,7.5,-12.3,4,38,34,loss,-6.5,-1.0,-0.25
2024,2023,8,,Miami,Louisville,Louisville,Miami,home,DraftKings,4.5,-0.9,5.4,Value,0.0,8.0,9.6,0.9,-7,45,52,loss,-2.5,-1.0,-0.0
2024,2023,9,,Eastern Michigan,Akron,Eastern Michigan,Akron,away,DraftKings,-2.5,-6.8,4.3,Value,0.0,-21.6,-12.3,-6.8,4,25,21,loss,-6.5,-1.0,-0.0
2024,2023,1,,Virginia Tech,Vanderbilt,Virginia Tech,Vanderbilt,away,DraftKings,-13.5,-16.0,2.5,Lean,0.0,-12.7,5.8,-16.0,7,34,27,loss,-20.5,-1.0,-0.0
2024,2023,10,,Louisville,Clemson,Louisville,Clemson,away,DraftKings,11.0,5.0,6.0,Value,0.0,10.5,8.0,5.0,-12,21,33,win,23.0,0.9091,0.0
2024,2023,3,,Oregon,Oregon State,Oregon State,Oregon,home,DraftKings,16.0,11.1,4.9,Value,0.0,12.6,26.2,-11.1,-35,14,49,loss,-19.0,-1.0,-0.0
2024,2023,3,,Washington State,Washington,Washington,Washington State,home,DraftKings,-4.0,-14.0,10.0,Value,0.0,16.4,4.9,14.0,-5,19,24,loss,-9.0,-1.0,-0.0
2024,2023,9,,Buffalo,Ohio,Ohio,Buffalo,home,DraftKings,-4.0,-16.1,12.1,Value,0.0,-1.6,-15.2,16.1,31,47,16,win,27.0,0.9091,0.0
2024,2023,3,,Alabama,Wisconsin,Wisconsin,Alabama,home,DraftKings,15.5,11.2,4.3,Value,0.0,9.4,23.1,-11.2,-32,10,42,loss,-16.5,-1.0,-0.0
2024,2023,1,,Ohio,Syracuse,Ohio,Syracuse,away,DraftKings,17.5,-0.3,17.8,Value,0.0,-4.4,-1.6,-0.3,16,38,22,win,1.5,0.9091,0.0
2024,2023,9,,Oklahoma,Ole Miss,Oklahoma,Ole Miss,away,DraftKings,19.0,5.9,13.1,Value,0.0,18.4,15.0,5.9,12,26,14,win,7.0,0.9091,0.0
2024,2023,1,,Akron,Ohio State,Akron,Ohio State,away,DraftKings,50.5,49.3,1.2,Watch,0.0,25.2,-21.6,49.3,46,52,6,win,4.5,0.9091,0.0
2024,2023,3,,Colorado,Colorado State,Colorado State,Colorado,home,DraftKings,7.5,1.5,6.0,Value,0.0,-8.9,-4.9,-1.5,-19,9,28,loss,-11.5,-1.0,-0.0
2024,2023,1,,Southern Miss,Kentucky,Kentucky,Southern Miss,home,DraftKings,-25.5,-27.4,1.9,Watch,0.0,10.5,-14.4,27.4,31,31,0,win,5.5,0.9091,0.0
2024,2023,6,,Missouri,Texas A&M,Missouri,Texas A&M,away,DraftKings,3.0,-1.2,4.2,Value,0.0,15.6,19.3,-1.2,31,41,10,loss,-28.0,-1.0,-0.0
2024,2023,6,,Iowa,Ohio State,Ohio State,Iowa,home,DraftKings,-17.0,-21.9,4.9,Value,0.0,25.2,5.8,21.9,28,35,7,win,11.0,0.9091,0.0
2024,2023,1,,Georgia State,Georgia Tech,Georgia State,Georgia Tech,away,DraftKings,20.5,9.6,10.9,Value,0.0,0.3,-6.8,9.6,23,35,12,loss,-2.5,-1.0,-0.0
2024,2023,1,,Colorado State,Texas,Colorado State,Texas,away,DraftKings,35.5,34.6,0.9,No Play,0.0,23.2,-8.9,34.6,52,52,0,loss,-16.5,-1.0,-0.0
2024,2023,5,,Arizona,Utah,Arizona,Utah,away,DraftKings,7.5,-3.1,10.6,Value,0.0,8.5,14.1,-3.1,-13,10,23,win,20.5,0.9091,0.0
2024,2023,13,,Texas A&M,Auburn,Texas A&M,Auburn,away,DraftKings,-2.5,-5.5,3.0,Lean,0.0,7.6,15.6,-5.5,2,43,41,loss,-4.5,-1.0,-0.0
2024,2023,5,,Wisconsin,USC,Wisconsin,USC,away,DraftKings,14.0,2.5,11.5,Value,0.0,9.4,9.4,2.5,17,38,21,loss,-3.0,-1.0,-0.0
2024,2023,9,,Missouri,Alabama,Missouri,Alabama,away,DraftKings,16.0,6.3,9.7,Value,0.25,23.1,19.3,6.3,34,34,0,loss,-18.0,-1.0,-0.25
2024,2023,8,,LSU,Arkansas,LSU,Arkansas,away,DraftKings,-3.0,-13.1,10.1,Value,0.0,3.5,19.1,-13.1,-24,10,34,win,21.0,0.9091,0.0
2024,2023,13,,Iowa State,Utah,Utah,Iowa State,home,DraftKings,6.5,-3.5,10.0,Value,0.0,8.5,7.5,3.5,-3,28,31,win,3.5,0.9091,0.0
2024,2023,8,,Georgia,Texas,Georgia,Texas,away,DraftKings,4.0,-5.5,9.5,Value,0.25,23.2,31.2,-5.5,-15,15,30,win,19.0,0.9091,0.2273
2024,2023,9,,Georgia Tech,Virginia Tech,Georgia Tech,Virginia Tech,away,DraftKings,11.0,8.0,3.0,Lean,0.0,5.8,0.3,8.0,15,21,6,loss,-4.0,-1.0,-0.0
2024,2023,15,,Marshall,Louisiana,Louisiana,Marshall,home,DraftKings,-5.0,-11.9,6.9,Value,0.0,0.4,-9.0,11.9,-28,3,31,loss,-33.0,-1.0,-0.0
2024,2023,2,,Kansas State,Tulane,Kansas State,Tulane,away,DraftKings,-9.0,-10.9,1.9,Watch,0.0,2.8,16.2,-10.9,-7,27,34,loss,-2.0,-1.0,-0.0
2024,2023,2,,Troy,Memphis,Troy,Memphis,away,DraftKings,19.0,-3.8,22.8,Value,0.0,3.5,9.8,-3.8,21,38,17,loss,-2.0,-1.0,-0.0
2024,2023,2,,Georgia Tech,Syracuse,Syracuse,Georgia Tech,home,DraftKings,3.0,2.2,0.8,No Play,0.0,-4.4,0.3,-2.2,3,31,28,win,6.0,0.9091,0.0
2024,2023,2,,Bowling Green,Penn State,Bowling Green,Penn State,away,DraftKings,35.0,33.8,1.2,Watch,0.0,23.5,-7.8,33.8,7,34,27,win,28.0,0.9091,0.0
2024,2023,2,,Arkansas,Oklahoma State,Arkansas,Oklahoma State,away,DraftKings,7.5,5.7,1.8,Watch,0.0,6.7,3.5,5.7,8,39,31,loss,-0.5,-1.0,-0.0
2024,2023,2,,Army,Florida Atlantic,Army,Florida Atlantic,away,DraftKings,3.5,-2.9,6.4,Value,0.0,-9.4,-4.0,-2.9,-17,7,24,win,20.5,0.9091,0.0
2024,2023,2,,Duke,Northwestern,Duke,Northwestern,away,DraftKings,1.5,-8.2,9.7,Value,0.25,-1.3,9.4,-8.2,-6,20,26,win,7.5,0.9091,0.2273
2024,2023,2,,BYU,SMU,SMU,BYU,home,DraftKings,-11.5,-15.9,4.4,Value,0.0,10.1,-3.3,15.9,-3,15,18,loss,-14.5,-1.0,-0.0
2024,2023,2,,Pittsburgh,Cincinnati,Cincinnati,Pittsburgh,home,DraftKings,-2.0,-3.0,1.0,Watch,0.0,-6.8,-7.3,3.0,-1,27,28,loss,-3.0,-1.0,-0.0
2024,2023,2,,Jacksonville State,Louisville,Jacksonville State,Louisville,away,DraftKings,29.0,12.1,16.9,Value,0.0,8.0,-1.6,12.1,35,49,14,loss,-6.0,-1.0,-0.0
2024,2023,2,,Baylor,Utah,Utah,Baylor,home,DraftKings,-14.5,-19.3,4.8,Value,0.0,8.5,-8.3,19.3,11,23,12,loss,-3.5,-1.0,-0.0
2024,2023,2,,Sam Houston,UCF,Sam Houston,UCF,away,DraftKings,21.5,19.7,1.8,Watch,0.0,3.4,-13.8,19.7,31,45,14,loss,-9.5,-1.0,-0.0
2024,2023,2,,Marshall,Virginia Tech,Marshall,Virginia Tech,away,DraftKings,20.5,17.3,3.2,Lean,0.0,5.8,-9.0,17.3,17,31,14,win,3.5,0.9091,0.0
2024,2023,2,,San José State,Air Force,Air Force,San José State,home,DraftKings,-5.0,-11.8,6.8,Value,0.0,5.9,-3.4,11.8,-10,7,17,loss,-15.0,-1.0,-0.0
2024,2023,2,,Virginia,Wake Forest,Wake Forest,Virginia,home,DraftKings,-1.0,-5.4,4.4,Value,0.0,-7.9,-10.8,5.4,-1,30,31,loss,-2.0,-1.0,-0.0
2024,2023,2,,East Carolina,Old Dominion,Old Dominion,East Carolina,home,DraftKings,-1.5,-5.2,3.7,Lean,0.0,-10.1,-12.8,5.2,-6,14,20,loss,-7.5,-1.0,-0.0
2024,2023,9,,Georgia State,App State,App State,Georgia State,home,DraftKings,-7.5,-13.1,5.6,Value,0.0,3.8,-6.8,13.1,7,33,26,loss,-0.5,-1.0,-0.0
2024,2023,2,,Charlotte,North Carolina,North Carolina,Charlotte,home,DraftKings,-22.0,-31.3,9.3,Value,0.25,7.4,-21.4,31.3,18,38,20,loss,-4.0,-1.0,-0.25
2024,2023,2,,South Alabama,Ohio,South Alabama,Ohio,away,DraftKings,-2.0,-4.2,2.2,Lean,0.0,-1.6,5.1,-4.2,7,27,20,loss,-9.0,-1.0,-0.0
2024,2023,2,,UTSA,Texas State,UTSA,Texas State,away,DraftKings,1.0,-4.5,5.5,Value,0.0,-1.6,5.4,-4.5,39,49,10,loss,-38.0,-1.0,-0.0
2024,2023,2,,Central Michigan,Florida International,Florida International,Central Michigan,home,DraftKings,5.5,-0.4,5.9,Value,0.0,-21.2,-19.1,0.4,36,52,16,win,41.5,0.9091,0.0
2024,2023,2,,Georgia Southern,Nevada,Georgia Southern,Nevada,away,DraftKings,1.0,-14.3,15.3,Value,0.0,-22.0,-5.2,-14.3,-3,17,20,win,4.0,0.9091,0.0
2024,2023,2,,UAB,UL Monroe,UL Monroe,UAB,home,DraftKings,13.0,4.4,8.6,Value,0.25,-21.6,-14.7,-4.4,26,32,6,win,39.0,0.9091,0.2273
2024,2023,2,,South Carolina,Kentucky,South Carolina,Kentucky,away,DraftKings,9.0,8.7,0.3,No Play,0.0,10.5,4.3,8.7,-25,6,31,win,34.0,0.9091,0.0
2024,2023,2,,Middle Tennessee,Ole Miss,Middle Tennessee,Ole Miss,away,DraftKings,43.0,30.4,12.6,Value,0.0,18.4,-9.5,30.4,49,52,3,loss,-6.0,-1.0,-0.0
2024,2023,2,,Tulsa,Arkansas State,Arkansas State,Tulsa,home,DraftKings,-7.5,-9.9,2.4,Lean,0.0,-6.3,-13.7,9.9,4,28,24,loss,-3.5,-1.0,-0.0
2024,2023,2,,Buffalo,Missouri,Missouri,Buffalo,home,DraftKings,-34.5,-37.0,2.5,Lean,0.0,19.3,-15.2,37.0,38,38,0,win,3.5,0.9091,0.0
2024,2023,2,,South Florida,Alabama,Alabama,South Florida,home,DraftKings,-31.0,-32.2,1.2,Watch,0.0,23.1,-6.6,32.2,26,42,16,loss,-5.0,-1.0,-0.0
2024,2023,2,,Eastern Michigan,Washington,Washington,Eastern Michigan,home,DraftKings,-25.0,-31.2,6.2,Value,0.0,16.4,-12.3,31.2,21,30,9,loss,-4.0,-1.0,-0.0
2024,2023,2,,Michigan State,Maryland,Maryland,Michigan State,home,DraftKings,-9.5,-20.3,10.8,Value,0.0,11.0,-6.8,20.3,-3,24,27,loss,-12.5,-1.0,-0.0
2024,2023,2,,California,Auburn,California,Auburn,away,DraftKings,13.0,10.2,2.8,Lean,0.0,7.6,-0.1,10.2,-7,14,21,win,20.0,0.9091,0.0
2024,2023,2,,Temple,Navy,Temple,Navy,away,DraftKings,13.5,9.8,3.7,Lean,0.0,-13.7,-21.0,9.8,27,38,11,loss,-13.5,-1.0,-0.0
2024,2023,2,,Northern Illinois,Notre Dame,Notre Dame,Northern Illinois,home,DraftKings,-27.5,-30.1,2.6,Lean,0.0,20.1,-7.5,30.1,-2,14,16,loss,-29.5,-1.0,-0.0
2024,2023,2,,Massachusetts,Toledo,Toledo,Massachusetts,home,DraftKings,-17.5,-23.7,6.2,Value,0.0,3.7,-17.5,23.7,15,38,23,loss,-2.5,-1.0,-0.0
2024,2023,2,,Kansas,Illinois,Kansas,Illinois,away,DraftKings,-4.5,-9.9,5.4,Value,0.0,-2.5,9.9,-9.9,6,23,17,loss,-10.5,-1.0,-0.0
2024,2023,2,,Western Michigan,Ohio State,Ohio State,Western Michigan,home,DraftKings,-37.5,-43.6,6.1,Value,0.0,25.2,-15.9,43.6,56,56,0,win,18.5,0.9091,0.0
2024,2023,9,,Southern Miss,James Madison,James Madison,Southern Miss,home,DraftKings,-24.0,-28.7,4.7,Value,0.0,11.8,-14.4,28.7,17,32,15,loss,-7.0,-1.0,-0.0
2024,2023,9,,Northern Illinois,Ball State,Ball State,Northern Illinois,home,DraftKings,13.5,4.9,8.6,Value,0.25,-14.9,-7.5,-4.9,2,25,23,win,15.5,0.9091,0.2273
2024,2023,9,,Kent State,Western Michigan,Kent State,Western Michigan,away,DraftKings,19.0,12.9,6.1,Value,0.0,-15.9,-26.3,12.9,31,52,21,loss,-12.0,-1.0,-0.0
2024,2023,9,,SMU,Duke,Duke,SMU,home,DraftKings,11.5,-1.8,13.3,Value,0.0,9.4,10.1,1.8,-1,27,28,win,10.5,0.9091,0.0
2024,2023,2,,Utah State,USC,Utah State,USC,away,DraftKings,28.5,22.8,5.7,Value,0.0,9.4,-10.9,22.8,48,48,0,loss,-19.5,-1.0,-0.0
2024,2023,2,,Liberty,New Mexico State,New Mexico State,Liberty,home,DraftKings,22.0,7.3,14.7,Value,0.0,-1.8,8.0,-7.3,-6,24,30,win,16.0,0.9091,0.0
2024,2023,2,,Houston,Oklahoma,Houston,Oklahoma,away,DraftKings,28.0,25.3,2.7,Lean,0.0,15.0,-7.8,25.3,4,16,12,win,24.0,0.9091,0.0
2024,2023,2,,Boise State,Oregon,Oregon,Boise State,home,DraftKings,-21.0,-22.8,1.8,Watch,0.0,26.2,5.9,22.8,3,37,34,loss,-18.0,-1.0,-0.0
2024,2023,2,,Mississippi State,Arizona State,Mississippi State,Arizona State,away,DraftKings,5.5,-9.3,14.8,Value,0.0,-11.3,0.5,-9.3,7,30,23,loss,-1.5,-1.0,-0.0
2024,2023,2,,Oregon State,San Diego State,Oregon State,San Diego State,away,DraftKings,-6.0,-20.4,14.4,Value,0.0,-10.3,12.6,-20.4,-21,0,21,win,15.0,0.9091,0.0
2024,2023,2,,Texas Tech,Washington State,Texas Tech,Washington State,away,DraftKings,2.5,1.3,1.2,Watch,0.0,4.9,6.1,1.3,21,37,16,loss,-18.5,-1.0,-0.0
2024,2023,2,,App State,Clemson,App State,Clemson,away,DraftKings,16.5,9.2,7.3,Value,0.25,10.5,3.8,9.2,46,66,20,loss,-29.5,-1.0,-0.25
2024,2023,3,,UNLV,Kansas,Kansas,UNLV,home,DraftKings,-7.0,-11.0,4.0,Value,0.0,9.9,1.4,11.0,-3,20,23,loss,-10.0,-1.0,-0.0
2024,2023,3,,Notre Dame,Purdue,Notre Dame,Purdue,away,DraftKings,-11.5,-24.9,13.4,Value,0.0,-7.3,20.1,-24.9,-59,7,66,win,47.5,0.9091,0.0
2024,2023,3,,UCF,TCU,TCU,UCF,home,DraftKings,-1.5,-7.0,5.5,Value,0.0,7.9,3.4,7.0,-1,34,35,loss,-2.5,-1.0,-0.0
2024,2023,3,,Georgia,Kentucky,Kentucky,Georgia,home,DraftKings,24.0,18.2,5.8,Value,0.0,10.5,31.2,-18.2,-1,12,13,win,23.0,0.9091,0.0
2024,2023,3,,Memphis,Florida State,Florida State,Memphis,home,DraftKings,-7.0,-18.4,11.4,Value,0.0,19.4,3.5,18.4,-8,12,20,loss,-15.0,-1.0,-0.0
2024,2023,3,,LSU,South Carolina,LSU,South Carolina,away,DraftKings,-7.0,-12.3,5.3,Value,0.0,4.3,19.1,-12.3,-3,33,36,loss,-4.0,-1.0,-0.0
2024,2023,9,,Charlotte,Memphis,Memphis,Charlotte,home,DraftKings,-17.0,-27.4,10.4,Value,0.0,3.5,-21.4,27.4,5,33,28,loss,-12.0,-1.0,-0.0
2024,2023,9,,North Carolina,Virginia,North Carolina,Virginia,away,DraftKings,3.5,-15.7,19.2,Value,0.0,-10.8,7.4,-15.7,-27,14,41,win,30.5,0.9091,0.0
2024,2023,13,,NC State,Georgia Tech,NC State,Georgia Tech,away,DraftKings,7.5,-4.6,12.1,Value,0.0,0.3,7.4,-4.6,1,30,29,win,6.5,0.9091,0.0
2024,2023,13,,Indiana,Ohio State,Ohio State,Indiana,home,DraftKings,-10.5,-35.1,24.6,Value,0.0,25.2,-7.4,35.1,23,38,15,win,12.5,0.9091,0.0
2024,2023,13,,Penn State,Minnesota,Penn State,Minnesota,away,DraftKings,-11.0,-20.6,9.6,Value,0.25,0.4,23.5,-20.6,-1,25,26,loss,-10.0,-1.0,-0.25
2024,2023,9,,Notre Dame,Navy,Notre Dame,Navy,away,DraftKings,-11.5,-31.3,19.8,Value,0.0,-13.7,20.1,-31.3,-37,14,51,win,25.5,0.9091,0.0
2024,2023,13,,BYU,Arizona State,BYU,Arizona State,away,DraftKings,3.5,-5.5,9.0,Value,0.25,-11.3,-3.3,-5.5,5,28,23,loss,-1.5,-1.0,-0.25
2024,2023,13,,Western Kentucky,Liberty,Liberty,Western Kentucky,home,DraftKings,-1.0,-12.5,11.5,Value,0.0,8.0,-2.0,12.5,17,38,21,win,16.0,0.9091,0.0
2024,2023,9,,Tulane,North Texas,North Texas,Tulane,home,DraftKings,7.0,7.0,0.0,No Play,0.0,-6.7,2.8,-7.0,-8,37,45,loss,-1.0,-1.0,-0.0
2024,2023,13,,Kentucky,Texas,Kentucky,Texas,away,DraftKings,18.5,15.2,3.3,Lean,0.0,23.2,10.5,15.2,17,31,14,win,1.5,0.9091,0.0
2024,2023,13,,Army,Notre Dame,Notre Dame,Army,home,DraftKings,-14.5,-26.6,12.1,Value,0.0,20.1,-4.0,26.6,35,49,14,win,20.5,0.9091,0.0
2024,2023,13,,Vanderbilt,LSU,LSU,Vanderbilt,home,DraftKings,-10.0,-34.3,24.3,Value,0.0,19.1,-12.7,34.3,7,24,17,loss,-3.0,-1.0,-0.0
2024,2023,9,,Washington,Indiana,Washington,Indiana,away,DraftKings,5.5,-21.3,26.8,Value,0.0,-7.4,16.4,-21.3,14,31,17,loss,-8.5,-1.0,-0.0
2024,2023,13,,Buffalo,Eastern Michigan,Eastern Michigan,Buffalo,home,DraftKings,-1.0,-5.4,4.4,Value,0.0,-12.3,-15.2,5.4,-17,20,37,loss,-18.0,-1.0,-0.0
2024,2023,13,,Ohio,Toledo,Toledo,Ohio,home,DraftKings,-1.5,-7.8,6.3,Value,0.0,3.7,-1.6,7.8,-17,7,24,loss,-18.5,-1.0,-0.0
2024,2023,9,,Temple,East Carolina,East Carolina,Temple,home,DraftKings,-8.5,-10.7,2.2,Lean,0.0,-12.8,-21.0,10.7,22,56,34,win,13.5,0.9091,0.0
2024,2023,9,,Arkansas,Mississippi State,Mississippi State,Arkansas,home,DraftKings,7.5,0.5,7.0,Value,0.25,0.5,3.5,-0.5,-33,25,58,loss,-25.5,-1.0,-0.25
2024,2023,9,,Central Michigan,Miami (OH),Miami (OH),Central Michigan,home,DraftKings,-10.5,-24.4,13.9,Value,0.0,2.8,-19.1,24.4,39,46,7,win,28.5,0.9091,0.0
2024,2023,13,,Northern Illinois,Miami (OH),Miami (OH),Northern Illinois,home,DraftKings,-1.5,-12.8,11.3,Value,0.0,2.8,-7.5,12.8,11,20,9,win,9.5,0.9091,0.0
2024,2023,9,,Illinois,Oregon,Oregon,Illinois,home,DraftKings,-22.0,-31.2,9.2,Value,0.25,26.2,-2.5,31.2,29,38,9,win,7.0,0.9091,0.2273
2024,2023,13,,Akron,Kent State,Kent State,Akron,home,DraftKings,10.5,2.2,8.3,Value,0.25,-26.3,-21.6,-2.2,-21,17,38,loss,-10.5,-1.0,-0.25
2024,2023,13,,Western Michigan,Central Michigan,Central Michigan,Western Michigan,home,DraftKings,6.0,0.7,5.3,Value,0.0,-19.1,-15.9,-0.7,2,16,14,win,8.0,0.9091,0.0
2024,2023,9,,Maryland,Minnesota,Maryland,Minnesota,away,DraftKings,6.0,-8.1,14.1,Value,0.0,0.4,11.0,-8.1,25,48,23,loss,-19.0,-1.0,-0.0
2024,2023,9,,Rice,UConn,Rice,UConn,away,DraftKings,6.5,-2.9,9.4,Value,0.25,-15.6,-10.2,-2.9,7,17,10,loss,-0.5,-1.0,-0.25
2024,2023,9,,Troy,Arkansas State,Troy,Arkansas State,away,DraftKings,8.5,-13.6,22.1,Value,0.0,-6.3,9.8,-13.6,3,34,31,win,5.5,0.9091,0.0
2024,2023,9,,Auburn,Kentucky,Kentucky,Auburn,home,DraftKings,-2.0,-5.4,3.4,Lean,0.0,10.5,7.6,5.4,-14,10,24,loss,-16.0,-1.0,-0.0
2024,2023,9,,Texas Tech,TCU,Texas Tech,TCU,away,DraftKings,5.0,4.3,0.7,No Play,0.0,7.9,6.1,4.3,1,35,34,win,4.0,0.9091,0.0
2024,2023,9,,UL Monroe,South Alabama,South Alabama,UL Monroe,home,DraftKings,-7.0,-29.2,22.2,Value,0.0,5.1,-21.6,29.2,29,46,17,win,22.0,0.9091,0.0
2024,2023,3,,New Mexico State,Fresno State,New Mexico State,Fresno State,away,DraftKings,20.0,6.8,13.2,Value,0.0,2.5,-1.8,6.8,48,48,0,loss,-28.0,-1.0,-0.0
2024,2023,3,,Massachusetts,Buffalo,Buffalo,Massachusetts,home,DraftKings,-4.5,-4.8,0.3,No Play,0.0,-15.2,-17.5,4.8,31,34,3,win,26.5,0.9091,0.0
2024,2023,3,,Arkansas State,Michigan,Michigan,Arkansas State,home,DraftKings,-22.5,-40.1,17.6,Value,0.0,31.3,-6.3,40.1,10,28,18,loss,-12.5,-1.0,-0.0
2024,2023,9,,Utah,Houston,Utah,Houston,away,DraftKings,-5.0,-13.8,8.8,Value,0.25,-7.8,8.5,-13.8,3,17,14,loss,-8.0,-1.0,-0.25
2024,2023,3,,Arizona State,Texas State,Texas State,Arizona State,home,DraftKings,2.0,-12.2,14.2,Value,0.0,-1.6,-11.3,12.2,-3,28,31,loss,-1.0,-1.0,-0.0
2024,2023,3,,San Diego State,California,San Diego State,California,away,DraftKings,18.0,12.7,5.3,Value,0.0,-0.1,-10.3,12.7,21,31,10,loss,-3.0,-1.0,-0.0
2024,2023,3,,Central Michigan,Illinois,Central Michigan,Illinois,away,DraftKings,20.0,19.1,0.9,No Play,0.0,-2.5,-19.1,19.1,21,30,9,loss,-1.0,-1.0,-0.0
2024,2023,3,,Boston College,Missouri,Missouri,Boston College,home,DraftKings,-16.5,-27.7,11.2,Value,0.0,19.3,-5.9,27.7,6,27,21,loss,-10.5,-1.0,-0.0
2024,2023,3,,Louisiana Tech,NC State,NC State,Louisiana Tech,home,DraftKings,-21.5,-22.8,1.3,Watch,0.0,7.4,-12.9,22.8,10,30,20,loss,-11.5,-1.0,-0.0
2024,2023,3,,North Texas,Texas Tech,Texas Tech,North Texas,home,DraftKings,-9.5,-15.3,5.8,Value,0.0,6.1,-6.7,15.3,45,66,21,win,35.5,0.9091,0.0
2024,2023,3,,Air Force,Baylor,Air Force,Baylor,away,DraftKings,15.5,-11.7,27.2,Value,0.0,-8.3,5.9,-11.7,28,31,3,loss,-12.5,-1.0,-0.0
2024,2023,3,,Indiana,UCLA,UCLA,Indiana,home,DraftKings,2.5,-19.6,22.1,Value,0.0,9.7,-7.4,19.6,-29,13,42,loss,-26.5,-1.0,-0.0
2024,2023,3,,App State,East Carolina,App State,East Carolina,away,DraftKings,-2.5,-14.1,11.6,Value,0.0,-12.8,3.8,-14.1,-2,19,21,loss,-0.5,-1.0,-0.0
2024,2023,3,,Kent State,Tennessee,Kent State,Tennessee,away,DraftKings,47.5,45.0,2.5,Lean,0.0,16.2,-26.3,45.0,71,71,0,loss,-23.5,-1.0,-0.0
2024,2023,3,,Oklahoma State,Tulsa,Tulsa,Oklahoma State,home,DraftKings,20.0,17.9,2.1,Lean,0.0,-13.7,6.7,-17.9,-35,10,45,loss,-15.0,-1.0,-0.0
2024,2023,3,,Utah,Utah State,Utah State,Utah,home,DraftKings,21.5,16.9,4.6,Value,0.0,-10.9,8.5,-16.9,-17,21,38,win,4.5,0.9091,0.0
2024,2023,3,,Rice,Houston,Rice,Houston,away,DraftKings,5.0,4.9,0.1,No Play,0.0,-7.8,-10.2,4.9,26,33,7,loss,-21.0,-1.0,-0.0
2024,2023,9,,Oklahoma State,Baylor,Oklahoma State,Baylor,away,DraftKings,7.0,-12.5,19.5,Value,0.0,-8.3,6.7,-12.5,10,38,28,loss,-3.0,-1.0,-0.0
2024,2023,3,,Maryland,Virginia,Maryland,Virginia,away,DraftKings,-2.0,-19.3,17.3,Value,0.0,-10.8,11.0,-19.3,-14,13,27,win,12.0,0.9091,0.0
2024,2023,3,,UTSA,Texas,UTSA,Texas,away,DraftKings,34.5,20.3,14.2,Value,0.0,23.2,5.4,20.3,49,56,7,loss,-14.5,-1.0,-0.0
2024,2023,3,,South Florida,Southern Miss,Southern Miss,South Florida,home,DraftKings,11.5,5.3,6.2,Value,0.0,-14.4,-6.6,-5.3,-25,24,49,loss,-13.5,-1.0,-0.0
2024,2023,3,,Hawai'i,Sam Houston,Sam Houston,Hawai'i,home,DraftKings,-4.5,-5.1,0.6,No Play,0.0,-13.8,-16.4,5.1,18,31,13,win,13.5,0.9091,0.0
2024,2023,3,,Western Kentucky,Middle Tennessee,Middle Tennessee,Western Kentucky,home,DraftKings,7.5,5.0,2.5,Lean,0.0,-9.5,-2.0,-5.0,-28,21,49,loss,-20.5,-1.0,-0.0
2024,2023,3,,Ole Miss,Wake Forest,Ole Miss,Wake Forest,away,DraftKings,-23.5,-23.8,0.3,No Play,0.0,-7.9,18.4,-23.8,-34,6,40,win,10.5,0.9091,0.0
2024,2023,3,,UConn,Duke,Duke,UConn,home,DraftKings,-17.0,-27.5,10.5,Value,0.0,9.4,-15.6,27.5,5,26,21,loss,-12.0,-1.0,-0.0
2024,2023,3,,Tulane,Oklahoma,Oklahoma,Tulane,home,DraftKings,-13.5,-14.7,1.2,Watch,0.0,15.0,2.8,14.7,15,34,19,win,1.5,0.9091,0.0
2024,2023,3,,Jacksonville State,Eastern Michigan,Jacksonville State,Eastern Michigan,away,DraftKings,2.0,-8.2,10.2,Value,0.0,-12.3,-1.6,-8.2,3,37,34,loss,-1.0,-1.0,-0.0
2024,2023,3,,UTEP,Liberty,Liberty,UTEP,home,DraftKings,-23.5,-26.7,3.2,Lean,0.0,8.0,-16.2,26.7,18,28,10,loss,-5.5,-1.0,-0.0
2024,2023,3,,Troy,Iowa,Troy,Iowa,away,DraftKings,22.5,-1.5,24.0,Value,0.0,5.8,9.8,-1.5,17,38,21,win,5.5,0.9091,0.0
2024,2023,3,,Cincinnati,Miami (OH),Miami (OH),Cincinnati,home,DraftKings,2.5,-12.1,14.6,Value,0.0,2.8,-6.8,12.1,-11,16,27,loss,-8.5,-1.0,-0.0
