season,week,game_id,gameday,away_team,home_team,selected_team,opponent_team,selected_side,market_line,market_odds,model_line,edge_points,recommendation,recommended_units,home_rating,away_rating,projected_home_margin,actual_home_margin,home_score,away_score,ats_result,cover_margin,flat_profit_units,recommended_profit_units
2022,10,2022_10_ATL_CAR,2022-11-10,ATL,CAR,CAR,ATL,home,2.5,-107,-1.1,3.6,Lean,0.0,-2.7,-2.3,1.1,10,25,15,win,12.5,0.9346,0.0
2022,10,2022_10_SEA_TB,2022-11-13,SEA,TB,SEA,TB,away,2.5,103,1.2,1.3,No Play,0.0,1.9,0.7,1.2,5,21,16,loss,-2.5,-1.0,-0.0
2022,10,2022_10_MIN_BUF,2022-11-13,MIN,BUF,BUF,MIN,home,-6.5,-106,-7.3,0.8,No Play,0.0,5.5,-0.3,7.3,-3,30,33,loss,-9.5,-1.0,-0.0
2022,10,2022_10_DET_CHI,2022-11-13,DET,CHI,CHI,DET,home,-3.0,-105,-3.6,0.6,No Play,0.0,-2.0,-4.1,3.6,-1,30,31,loss,-4.0,-1.0,-0.0
2022,10,2022_10_JAX_KC,2022-11-13,JAX,KC,JAX,KC,away,10.0,-120,6.1,3.9,Lean,0.0,3.8,-0.8,6.1,10,27,17,push,0.0,0.0,0.0
2022,10,2022_10_CLE_MIA,2022-11-13,CLE,MIA,CLE,MIA,away,3.0,112,1.3,1.7,No Play,0.0,0.1,0.3,1.3,22,39,17,loss,-19.0,-1.0,-0.0
2022,10,2022_10_HOU_NYG,2022-11-13,HOU,NYG,HOU,NYG,away,5.5,-112,4.2,1.3,No Play,0.0,-2.3,-5.0,4.2,8,24,16,loss,-2.5,-1.0,-0.0
2022,10,2022_10_NO_PIT,2022-11-13,NO,PIT,NO,PIT,away,1.0,-103,-2.5,3.5,Lean,0.0,-3.6,0.4,-2.5,10,20,10,loss,-9.0,-1.0,-0.0
2022,10,2022_10_DEN_TEN,2022-11-13,DEN,TEN,DEN,TEN,away,2.5,-105,1.8,0.7,No Play,0.0,0.4,0.1,1.8,7,17,10,loss,-4.5,-1.0,-0.0
2022,10,2022_10_IND_LV,2022-11-13,IND,LV,IND,LV,away,4.5,-112,1.8,2.7,Watch,0.0,-1.2,-1.5,1.8,-5,20,25,win,9.5,0.8929,0.0
2022,10,2022_10_DAL_GB,2022-11-13,DAL,GB,GB,DAL,home,3.5,102,1.8,1.7,No Play,0.0,0.2,3.5,-1.8,3,31,28,win,6.5,1.02,0.0
2022,10,2022_10_ARI_LA,2022-11-13,ARI,LA,ARI,LA,away,3.5,-110,1.4,2.1,Watch,0.0,-0.0,0.1,1.4,-10,17,27,win,13.5,0.9091,0.0
2022,10,2022_10_LAC_SF,2022-11-13,LAC,SF,LAC,SF,away,8.5,-105,4.7,3.8,Lean,0.0,3.0,-0.2,4.7,6,22,16,win,2.5,0.9524,0.0
2022,10,2022_10_WAS_PHI,2022-11-14,WAS,PHI,WAS,PHI,away,11.0,-107,7.3,3.7,Lean,0.0,4.1,-1.7,7.3,-11,21,32,win,22.0,0.9346,0.0
2022,11,2022_11_TEN_GB,2022-11-17,TEN,GB,TEN,GB,away,3.0,106,1.6,1.4,No Play,0.0,0.5,0.4,1.6,-10,17,27,win,13.0,1.06,0.0
2022,11,2022_11_CHI_ATL,2022-11-20,CHI,ATL,CHI,ATL,away,3.0,-122,1.0,2.0,Watch,0.0,-2.4,-1.9,1.0,3,27,24,push,0.0,0.0,0.0
2022,11,2022_11_CAR_BAL,2022-11-20,CAR,BAL,CAR,BAL,away,13.0,-117,4.2,8.8,Value,0.0,0.4,-2.3,4.2,10,13,3,win,3.0,0.8547,0.0
2022,11,2022_11_CLE_BUF,2022-11-20,CLE,BUF,CLE,BUF,away,7.5,-103,5.3,2.2,Watch,0.0,4.9,-0.4,5.3,8,31,23,loss,-0.5,-1.0,-0.0
2022,11,2022_11_WAS_HOU,2022-11-20,WAS,HOU,HOU,WAS,home,3.0,-110,1.6,1.4,No Play,0.0,-4.9,-1.8,-1.6,-13,10,23,loss,-10.0,-1.0,-0.0
2022,11,2022_11_PHI_IND,2022-11-20,PHI,IND,IND,PHI,home,6.5,-102,3.5,3.0,Lean,0.0,-0.9,4.1,-3.5,-1,16,17,win,5.5,0.9804,0.0
2022,11,2022_11_NYJ_NE,2022-11-20,NYJ,NE,NE,NYJ,home,-3.5,-102,-5.9,2.4,Watch,0.0,2.7,-1.7,5.9,7,10,3,win,3.5,0.9804,0.0
2022,11,2022_11_LA_NO,2022-11-20,LA,NO,LA,NO,away,2.5,-115,1.9,0.6,No Play,0.0,-0.0,-0.4,1.9,7,27,20,loss,-4.5,-1.0,-0.0
2022,11,2022_11_DET_NYG,2022-11-20,DET,NYG,NYG,DET,home,-3.0,-107,-3.3,0.3,No Play,0.0,-2.0,-3.8,3.3,-13,18,31,loss,-16.0,-1.0,-0.0
2022,11,2022_11_LV_DEN,2022-11-20,LV,DEN,DEN,LV,home,-2.5,-117,-3.1,0.6,No Play,0.0,0.0,-1.6,3.1,-6,16,22,loss,-8.5,-1.0,-0.0
2022,11,2022_11_DAL_MIN,2022-11-20,DAL,MIN,MIN,DAL,home,1.5,104,1.5,0.0,No Play,0.0,-0.1,2.9,-1.5,-37,3,40,loss,-35.5,-1.0,-0.0
2022,11,2022_11_CIN_PIT,2022-11-20,CIN,PIT,PIT,CIN,home,3.5,-111,3.5,0.0,No Play,0.0,-2.9,2.1,-3.5,-7,30,37,loss,-3.5,-1.0,-0.0
2022,11,2022_11_KC_LAC,2022-11-20,KC,LAC,LAC,KC,home,5.5,-108,2.9,2.6,Watch,0.0,-0.6,3.8,-2.9,-3,27,30,win,2.5,0.9259,0.0
2022,11,2022_11_SF_ARI,2022-11-21,SF,ARI,ARI,SF,home,10.0,-113,2.8,7.2,Value,0.0,0.4,3.2,-2.8,-28,10,38,loss,-18.0,-1.0,-0.0
2022,12,2022_12_BUF_DET,2022-11-24,BUF,DET,DET,BUF,home,10.0,-116,6.7,3.3,Lean,0.0,-3.5,4.7,-6.7,-3,25,28,win,7.0,0.8621,0.0
2022,12,2022_12_NYG_DAL,2022-11-24,NYG,DAL,NYG,DAL,away,10.5,-114,7.2,3.3,Lean,0.0,3.8,-1.9,7.2,8,28,20,win,2.5,0.8772,0.0
2022,12,2022_12_NE_MIN,2022-11-24,NE,MIN,NE,MIN,away,2.5,-102,-2.6,5.1,Value,0.25,-1.1,3.0,-2.6,7,33,26,loss,-4.5,-1.0,-0.25
2022,12,2022_12_DEN_CAR,2022-11-27,DEN,CAR,CAR,DEN,home,1.0,-101,0.8,0.2,No Play,0.0,-2.5,-0.2,-0.8,13,23,10,win,14.0,0.9901,0.0
2022,12,2022_12_TB_CLE,2022-11-27,TB,CLE,CLE,TB,home,3.0,107,0.9,2.1,Watch,0.0,-0.4,2.0,-0.9,6,23,17,win,9.0,1.07,0.0
2022,12,2022_12_BAL_JAX,2022-11-27,BAL,JAX,JAX,BAL,home,3.5,-123,0.2,3.3,Lean,0.0,-1.0,0.7,-0.2,1,28,27,win,4.5,0.813,0.0
2022,12,2022_12_HOU_MIA,2022-11-27,HOU,MIA,HOU,MIA,away,14.0,-101,7.4,6.6,Value,0.5,0.8,-5.1,7.4,15,30,15,loss,-1.0,-1.0,-0.5
2022,12,2022_12_CHI_NYJ,2022-11-27,CHI,NYJ,CHI,NYJ,away,8.5,-107,1.0,7.5,Value,0.0,-2.1,-1.6,1.0,21,31,10,loss,-12.5,-1.0,-0.0
2022,12,2022_12_CIN_TEN,2022-11-27,CIN,TEN,TEN,CIN,home,1.0,-113,0.0,1.0,No Play,0.0,0.7,2.2,-0.0,-4,16,20,loss,-3.0,-1.0,-0.0
2022,12,2022_12_ATL_WAS,2022-11-27,ATL,WAS,ATL,WAS,away,3.5,-110,2.8,0.7,No Play,0.0,-1.2,-2.5,2.8,6,19,13,loss,-2.5,-1.0,-0.0
2022,12,2022_12_LAC_ARI,2022-11-27,LAC,ARI,ARI,LAC,home,2.5,-102,-1.9,4.4,Lean,0.0,-0.4,-0.8,1.9,-1,24,25,win,1.5,0.9804,0.0
2022,12,2022_12_LV_SEA,2022-11-27,LV,SEA,LV,SEA,away,4.0,-107,3.3,0.7,No Play,0.0,0.4,-1.4,3.3,-6,34,40,win,10.0,0.9346,0.0
2022,12,2022_12_LA_KC,2022-11-27,LA,KC,LA,KC,away,16.5,-115,5.8,10.7,Value,0.0,3.8,-0.5,5.8,16,26,10,win,0.5,0.8696,0.0
2022,12,2022_12_NO_SF,2022-11-27,NO,SF,NO,SF,away,9.5,-113,5.3,4.2,Lean,0.0,3.9,0.1,5.3,13,13,0,loss,-3.5,-1.0,-0.0
2022,12,2022_12_GB_PHI,2022-11-27,GB,PHI,GB,PHI,away,6.5,-105,5.2,1.3,No Play,0.0,3.9,0.2,5.2,7,40,33,loss,-0.5,-1.0,-0.0
2022,12,2022_12_PIT_IND,2022-11-28,PIT,IND,IND,PIT,home,-2.5,-100,-3.4,0.9,No Play,0.0,-1.0,-2.9,3.4,-7,17,24,loss,-9.5,-1.0,-0.0
2022,13,2022_13_BUF_NE,2022-12-01,BUF,NE,NE,BUF,home,3.5,-105,0.2,3.3,Lean,0.0,2.8,4.5,-0.2,-14,10,24,loss,-10.5,-1.0,-0.0
2022,13,2022_13_PIT_ATL,2022-12-04,PIT,ATL,ATL,PIT,home,1.0,-105,-1.3,2.3,Watch,0.0,-2.5,-2.3,1.3,-3,16,19,loss,-2.0,-1.0,-0.0
2022,13,2022_13_DEN_BAL,2022-12-04,DEN,BAL,DEN,BAL,away,9.5,-124,2.9,6.6,Value,0.5,0.8,-0.6,2.9,1,10,9,win,8.5,0.8065,0.4032
2022,13,2022_13_GB_CHI,2022-12-04,GB,CHI,CHI,GB,home,4.0,-116,0.6,3.4,Lean,0.0,-2.0,0.1,-0.6,-9,19,28,loss,-5.0,-1.0,-0.0
2022,13,2022_13_JAX_DET,2022-12-04,JAX,DET,JAX,DET,away,1.0,-100,-0.9,1.9,No Play,0.0,-3.4,-1.0,-0.9,26,40,14,loss,-25.0,-1.0,-0.0
2022,13,2022_13_CLE_HOU,2022-12-04,CLE,HOU,HOU,CLE,home,7.5,-102,3.3,4.2,Lean,0.0,-5.1,-0.3,-3.3,-13,14,27,loss,-5.5,-1.0,-0.0
2022,13,2022_13_NYJ_MIN,2022-12-04,NYJ,MIN,NYJ,MIN,away,3.0,-117,1.9,1.1,No Play,0.0,-1.1,-1.5,1.9,5,27,22,loss,-2.0,-1.0,-0.0
2022,13,2022_13_WAS_NYG,2022-12-04,WAS,NYG,NYG,WAS,home,2.5,-116,-0.4,2.9,Watch,0.0,-2.1,-1.0,0.4,0,20,20,win,2.5,0.8621,0.0
2022,13,2022_13_TEN_PHI,2022-12-04,TEN,PHI,TEN,PHI,away,5.0,-109,4.7,0.3,No Play,0.0,3.8,0.6,4.7,25,35,10,loss,-20.0,-1.0,-0.0
2022,13,2022_13_SEA_LA,2022-12-04,SEA,LA,LA,SEA,home,7.0,-118,-0.3,7.3,Value,0.0,-1.0,0.2,0.3,-4,23,27,win,3.0,0.8475,0.0
2022,13,2022_13_MIA_SF,2022-12-04,MIA,SF,MIA,SF,away,4.5,101,4.3,0.2,No Play,0.0,3.8,1.0,4.3,16,33,17,loss,-11.5,-1.0,-0.0
2022,13,2022_13_KC_CIN,2022-12-04,KC,CIN,CIN,KC,home,2.5,-102,0.4,2.1,Watch,0.0,2.1,4.0,-0.4,3,27,24,win,5.5,0.9804,0.0
2022,13,2022_13_LAC_LV,2022-12-04,LAC,LV,LAC,LV,away,2.5,-102,1.2,1.3,No Play,0.0,-1.0,-0.7,1.2,7,27,20,loss,-4.5,-1.0,-0.0
2022,13,2022_13_IND_DAL,2022-12-04,IND,DAL,IND,DAL,away,11.0,-109,6.7,4.3,Lean,0.0,3.9,-1.3,6.7,35,54,19,loss,-24.0,-1.0,-0.0
2022,13,2022_13_NO_TB,2022-12-05,NO,TB,NO,TB,away,3.5,-105,3.4,0.1,No Play,0.0,1.8,-0.1,3.4,1,17,16,win,2.5,0.9524,0.0
2022,14,2022_14_LV_LA,2022-12-08,LV,LA,LA,LV,home,6.5,101,-1.2,7.7,Value,0.0,-1.2,-0.9,1.2,1,17,16,win,7.5,1.01,0.0
2022,14,2022_14_NYJ_BUF,2022-12-11,NYJ,BUF,NYJ,BUF,away,10.0,-108,7.4,2.6,Watch,0.0,4.4,-1.5,7.4,8,20,12,win,2.0,0.9259,0.0
2022,14,2022_14_CLE_CIN,2022-12-11,CLE,CIN,CLE,CIN,away,4.5,-108,3.2,1.3,No Play,0.0,1.8,0.1,3.2,13,23,10,loss,-8.5,-1.0,-0.0
2022,14,2022_14_HOU_DAL,2022-12-11,HOU,DAL,HOU,DAL,away,17.0,104,11.0,6.0,Value,0.5,4.2,-5.3,11.0,4,27,23,win,13.0,1.04,0.52
2022,14,2022_14_MIN_DET,2022-12-11,MIN,DET,MIN,DET,away,2.5,-108,-0.3,2.8,Watch,0.0,-2.7,-0.9,-0.3,11,34,23,loss,-8.5,-1.0,-0.0
2022,14,2022_14_PHI_NYG,2022-12-11,PHI,NYG,NYG,PHI,home,7.5,-115,5.1,2.4,Watch,0.0,-2.2,4.4,-5.1,-26,22,48,loss,-18.5,-1.0,-0.0
2022,14,2022_14_BAL_PIT,2022-12-11,BAL,PIT,BAL,PIT,away,1.5,-101,-1.3,2.8,Watch,0.0,-2.1,0.7,-1.3,-2,14,16,win,3.5,0.9901,0.0
2022,14,2022_14_JAX_TEN,2022-12-11,JAX,TEN,JAX,TEN,away,3.0,106,2.7,0.3,No Play,0.0,-0.2,-1.4,2.7,-14,22,36,win,17.0,1.06,0.0
2022,14,2022_14_KC_DEN,2022-12-11,KC,DEN,DEN,KC,home,8.5,-103,3.0,5.5,Value,0.25,-0.5,4.0,-3.0,-6,28,34,win,2.5,0.9709,0.2427
2022,14,2022_14_CAR_SEA,2022-12-11,CAR,SEA,SEA,CAR,home,-3.5,-117,-3.8,0.3,No Play,0.0,0.4,-1.9,3.8,-6,24,30,loss,-9.5,-1.0,-0.0
2022,14,2022_14_TB_SF,2022-12-11,TB,SF,SF,TB,home,-3.5,-103,-3.8,0.3,No Play,0.0,4.0,1.7,3.8,28,35,7,win,24.5,0.9709,0.0
2022,14,2022_14_MIA_LAC,2022-12-11,MIA,LAC,LAC,MIA,home,3.0,102,-0.2,3.2,Lean,0.0,-0.7,0.6,0.2,6,23,17,win,9.0,1.02,0.0
2022,14,2022_14_NE_ARI,2022-12-12,NE,ARI,ARI,NE,home,2.0,-106,1.3,0.7,No Play,0.0,-0.4,2.4,-1.3,-14,13,27,loss,-12.0,-1.0,-0.0
2022,15,2022_15_SF_SEA,2022-12-15,SF,SEA,SEA,SF,home,3.0,104,2.6,0.4,No Play,0.0,0.1,4.2,-2.6,-8,13,21,loss,-5.0,-1.0,-0.0
2022,15,2022_15_IND_MIN,2022-12-17,IND,MIN,IND,MIN,away,3.5,-103,2.2,1.3,No Play,0.0,-1.1,-1.8,2.2,3,39,36,win,0.5,0.9709,0.0
2022,15,2022_15_BAL_CLE,2022-12-17,BAL,CLE,BAL,CLE,away,2.5,113,0.7,1.8,No Play,0.0,-0.1,0.7,0.7,10,13,3,loss,-7.5,-1.0,-0.0
2022,15,2022_15_MIA_BUF,2022-12-17,MIA,BUF,MIA,BUF,away,7.0,-104,5.3,1.7,No Play,0.0,4.2,0.4,5.3,3,32,29,win,4.0,0.9615,0.0
2022,15,2022_15_PIT_CAR,2022-12-18,PIT,CAR,PIT,CAR,away,2.5,-100,2.0,0.5,No Play,0.0,-1.5,-2.0,2.0,-8,16,24,win,10.5,1.0,0.0
2022,15,2022_15_PHI_CHI,2022-12-18,PHI,CHI,CHI,PHI,home,8.5,-106,5.0,3.5,Lean,0.0,-1.8,4.7,-5.0,-5,20,25,win,3.5,0.9434,0.0
2022,15,2022_15_KC_HOU,2022-12-18,KC,HOU,HOU,KC,home,14.5,-120,7.7,6.8,Value,0.5,-5.2,4.0,-7.7,-6,24,30,win,8.5,0.8333,0.4167
2022,15,2022_15_DAL_JAX,2022-12-18,DAL,JAX,JAX,DAL,home,4.0,-110,3.7,0.3,No Play,0.0,-1.0,4.2,-3.7,6,40,34,win,10.0,0.9091,0.0
2022,15,2022_15_ATL_NO,2022-12-18,ATL,NO,ATL,NO,away,5.0,103,3.9,1.1,No Play,0.0,-0.1,-2.5,3.9,3,21,18,win,2.0,1.03,0.0
2022,15,2022_15_DET_NYJ,2022-12-18,DET,NYJ,NYJ,DET,home,-2.0,-110,-2.5,0.5,No Play,0.0,-1.4,-2.4,2.5,-3,17,20,loss,-5.0,-1.0,-0.0
2022,15,2022_15_ARI_DEN,2022-12-18,ARI,DEN,ARI,DEN,away,1.5,-104,1.4,0.1,No Play,0.0,-0.7,-0.6,1.4,9,24,15,loss,-7.5,-1.0,-0.0
2022,15,2022_15_NE_LV,2022-12-18,NE,LV,NE,LV,away,1.0,111,-1.8,2.8,Watch,0.0,-0.7,2.6,-1.8,6,30,24,loss,-5.0,-1.0,-0.0
2022,15,2022_15_TEN_LAC,2022-12-18,TEN,LAC,TEN,LAC,away,3.0,-108,1.5,1.5,No Play,0.0,-0.5,-0.5,1.5,3,17,14,push,0.0,0.0,0.0
2022,15,2022_15_CIN_TB,2022-12-18,CIN,TB,TB,CIN,home,3.5,-120,-0.9,4.4,Lean,0.0,1.3,1.9,0.9,-11,23,34,loss,-7.5,-1.0,-0.0
2022,15,2022_15_NYG_WAS,2022-12-18,NYG,WAS,NYG,WAS,away,4.5,-114,3.3,1.2,No Play,0.0,-0.8,-2.6,3.3,-8,12,20,win,12.5,0.8772,0.0
2022,15,2022_15_LA_GB,2022-12-19,LA,GB,LA,GB,away,8.0,-111,2.9,5.1,Value,0.25,0.1,-1.3,2.9,12,24,12,loss,-4.0,-1.0,-0.25
2022,16,2022_16_JAX_NYJ,2022-12-22,JAX,NYJ,JAX,NYJ,away,2.5,-104,0.9,1.6,No Play,0.0,-1.5,-0.9,0.9,-16,3,19,win,18.5,0.9615,0.0
2022,16,2022_16_ATL_BAL,2022-12-24,ATL,BAL,ATL,BAL,away,6.5,-108,4.4,2.1,Watch,0.0,0.6,-2.3,4.4,8,17,9,loss,-1.5,-1.0,-0.0
2022,16,2022_16_DET_CAR,2022-12-24,DET,CAR,CAR,DET,home,2.5,-111,-1.9,4.4,Lean,0.0,-1.7,-2.1,1.9,14,37,23,win,16.5,0.9009,0.0
2022,16,2022_16_BUF_CHI,2022-12-24,BUF,CHI,CHI,BUF,home,8.0,-100,4.4,3.6,Lean,0.0,-1.9,4.0,-4.4,-22,13,35,loss,-14.0,-1.0,-0.0
2022,16,2022_16_NO_CLE,2022-12-24,NO,CLE,NO,CLE,away,3.0,111,1.7,1.3,No Play,0.0,0.1,-0.1,1.7,-7,10,17,win,10.0,1.11,0.0
2022,16,2022_16_SEA_KC,2022-12-24,SEA,KC,SEA,KC,away,10.5,-107,5.9,4.6,Lean,0.0,4.2,-0.2,5.9,14,24,10,loss,-3.5,-1.0,-0.0
2022,16,2022_16_NYG_MIN,2022-12-24,NYG,MIN,NYG,MIN,away,4.5,-102,2.8,1.7,No Play,0.0,-1.0,-2.3,2.8,3,27,24,win,1.5,0.9804,0.0
2022,16,2022_16_CIN_NE,2022-12-24,CIN,NE,NE,CIN,home,3.0,-110,-2.0,5.0,Value,0.25,2.4,1.9,2.0,-4,18,22,loss,-1.0,-1.0,-0.25
2022,16,2022_16_HOU_TEN,2022-12-24,HOU,TEN,TEN,HOU,home,-3.0,-113,-6.5,3.5,Lean,0.0,-0.4,-5.4,6.5,-5,14,19,loss,-8.0,-1.0,-0.0
2022,16,2022_16_WAS_SF,2022-12-24,WAS,SF,SF,WAS,home,-6.5,-103,-6.7,0.2,No Play,0.0,4.3,-0.9,6.7,17,37,20,win,10.5,0.9709,0.0
2022,16,2022_16_PHI_DAL,2022-12-24,PHI,DAL,PHI,DAL,away,4.0,-104,0.7,3.3,Lean,0.0,3.9,4.7,0.7,6,40,34,loss,-2.0,-1.0,-0.0
2022,16,2022_16_LV_PIT,2022-12-24,LV,PIT,LV,PIT,away,2.5,-108,0.4,2.1,Watch,0.0,-1.7,-0.6,0.4,3,13,10,loss,-0.5,-1.0,-0.0
2022,16,2022_16_GB_MIA,2022-12-25,GB,MIA,GB,MIA,away,3.5,-107,1.7,1.8,No Play,0.0,0.4,0.2,1.7,-6,20,26,win,9.5,0.9346,0.0
2022,16,2022_16_DEN_LA,2022-12-25,DEN,LA,LA,DEN,home,3.0,105,-0.6,3.6,Lean,0.0,-1.3,-0.4,0.6,37,51,14,win,40.0,1.05,0.0
2022,16,2022_16_TB_ARI,2022-12-25,TB,ARI,ARI,TB,home,7.5,-113,0.5,7.0,Value,0.0,-0.9,1.1,-0.5,-3,16,19,win,4.5,0.885,0.0
2022,16,2022_16_LAC_IND,2022-12-26,LAC,IND,IND,LAC,home,3.5,-108,-0.2,3.7,Lean,0.0,-1.8,-0.5,0.2,-17,3,20,loss,-13.5,-1.0,-0.0
2022,17,2022_17_DAL_TEN,2022-12-29,DAL,TEN,TEN,DAL,home,14.0,-110,2.9,11.1,Value,0.0,-0.6,3.8,-2.9,-14,13,27,push,0.0,0.0,0.0
2022,17,2022_17_ARI_ATL,2023-01-01,ARI,ATL,ARI,ATL,away,7.0,-119,0.2,6.8,Value,0.5,-2.3,-1.0,0.2,1,20,19,win,6.0,0.8403,0.4202
2022,17,2022_17_CHI_DET,2023-01-01,CHI,DET,CHI,DET,away,4.5,-105,1.8,2.7,Watch,0.0,-2.4,-2.7,1.8,31,41,10,loss,-26.5,-1.0,-0.0
2022,17,2022_17_JAX_HOU,2023-01-01,JAX,HOU,HOU,JAX,home,3.5,-106,2.9,0.6,No Play,0.0,-4.9,-0.5,-2.9,-28,3,31,loss,-24.5,-1.0,-0.0
2022,17,2022_17_DEN_KC,2023-01-01,DEN,KC,DEN,KC,away,13.5,-114,6.8,6.7,Value,0.5,4.3,-1.0,6.8,3,27,24,win,10.5,0.8772,0.4386
2022,17,2022_17_MIA_NE,2023-01-01,MIA,NE,NE,MIA,home,-3.0,-104,-3.2,0.2,No Play,0.0,2.1,0.4,3.2,2,23,21,loss,-1.0,-1.0,-0.0
2022,17,2022_17_IND_NYG,2023-01-01,IND,NYG,IND,NYG,away,5.5,-105,1.8,3.7,Lean,0.0,-2.0,-2.3,1.8,28,38,10,loss,-22.5,-1.0,-0.0
2022,17,2022_17_NO_PHI,2023-01-01,NO,PHI,PHI,NO,home,-5.5,-100,-6.0,0.5,No Play,0.0,4.5,0.0,6.0,-10,10,20,loss,-15.5,-1.0,-0.0
2022,17,2022_17_CAR_TB,2023-01-01,CAR,TB,TB,CAR,home,-3.5,-100,-3.9,0.4,No Play,0.0,1.2,-1.2,3.9,6,30,24,win,2.5,1.0,0.0
2022,17,2022_17_CLE_WAS,2023-01-01,CLE,WAS,CLE,WAS,away,1.0,-101,0.4,0.6,No Play,0.0,-1.2,-0.1,0.4,-14,10,24,win,15.0,0.9901,0.0
2022,17,2022_17_SF_LV,2023-01-01,SF,LV,LV,SF,home,10.0,-107,3.6,6.4,Value,0.5,-0.7,4.4,-3.6,-3,34,37,win,7.0,0.9346,0.4673
2022,17,2022_17_NYJ_SEA,2023-01-01,NYJ,SEA,SEA,NYJ,home,1.0,-105,-2.7,3.7,Lean,0.0,-0.5,-1.7,2.7,17,23,6,win,18.0,0.9524,0.0
2022,17,2022_17_MIN_GB,2023-01-01,MIN,GB,MIN,GB,away,3.0,106,2.7,0.3,No Play,0.0,0.1,-1.1,2.7,24,41,17,loss,-21.0,-1.0,-0.0
2022,17,2022_17_LA_LAC,2023-01-01,LA,LAC,LA,LAC,away,6.5,-102,2.2,4.3,Lean,0.0,0.1,-0.6,2.2,21,31,10,loss,-14.5,-1.0,-0.0
2022,17,2022_17_PIT_BAL,2023-01-01,PIT,BAL,BAL,PIT,home,-1.0,-113,-3.5,2.5,Watch,0.0,0.6,-1.4,3.5,-3,13,16,loss,-4.0,-1.0,-0.0
2022,18,2022_18_KC_LV,2023-01-07,KC,LV,LV,KC,home,9.0,-105,3.8,5.2,Value,0.25,-0.9,4.4,-3.8,-18,13,31,loss,-9.0,-1.0,-0.25
2022,18,2022_18_TEN_JAX,2023-01-07,TEN,JAX,TEN,JAX,away,6.0,-106,2.3,3.7,Lean,0.0,-0.0,-0.8,2.3,4,20,16,win,2.0,0.9434,0.0
2022,18,2022_18_TB_ATL,2023-01-08,TB,ATL,TB,ATL,away,6.0,-110,-2.3,8.3,Value,0.0,-2.4,1.4,-2.3,13,30,17,loss,-7.0,-1.0,-0.0
2022,18,2022_18_NE_BUF,2023-01-08,NE,BUF,NE,BUF,away,8.0,104,4.4,3.6,Lean,0.0,4.7,1.8,4.4,12,35,23,loss,-4.0,-1.0,-0.0
2022,18,2022_18_MIN_CHI,2023-01-08,MIN,CHI,CHI,MIN,home,6.5,-106,0.3,6.2,Value,0.5,-3.2,-1.4,-0.3,-16,13,29,loss,-9.5,-1.0,-0.5
2022,18,2022_18_BAL_CIN,2023-01-08,BAL,CIN,BAL,CIN,away,11.0,105,3.1,7.9,Value,0.0,2.0,0.4,3.1,11,27,16,push,0.0,0.0,0.0
2022,18,2022_18_HOU_IND,2023-01-08,HOU,IND,IND,HOU,home,-3.0,108,-4.0,1.0,No Play,0.0,-2.7,-5.2,4.0,-1,31,32,loss,-4.0,-1.0,-0.0
2022,18,2022_18_NYJ_MIA,2023-01-08,NYJ,MIA,MIA,NYJ,home,-3.5,-107,-4.0,0.5,No Play,0.0,0.5,-2.0,4.0,5,11,6,win,1.5,0.9346,0.0
2022,18,2022_18_CAR_NO,2023-01-08,CAR,NO,CAR,NO,away,3.5,-114,3.1,0.4,No Play,0.0,0.2,-1.4,3.1,-3,7,10,win,6.5,0.8772,0.0
2022,18,2022_18_CLE_PIT,2023-01-08,CLE,PIT,CLE,PIT,away,2.5,-101,0.0,2.5,Watch,0.0,-1.2,0.3,0.0,14,28,14,loss,-11.5,-1.0,-0.0
2022,18,2022_18_LAC_DEN,2023-01-08,LAC,DEN,LAC,DEN,away,6.0,-104,-0.4,6.4,Value,0.5,-1.3,0.6,-0.4,3,31,28,win,3.0,0.9615,0.4808
2022,18,2022_18_NYG_PHI,2023-01-08,NYG,PHI,NYG,PHI,away,16.5,-103,7.0,9.5,Value,0.0,4.1,-1.4,7.0,6,22,16,win,10.5,0.9709,0.0
2022,18,2022_18_LA_SEA,2023-01-08,LA,SEA,LA,SEA,away,5.5,-112,2.3,3.2,Lean,0.0,-0.2,-1.0,2.3,3,19,16,win,2.5,0.8929,0.0
2022,18,2022_18_ARI_SF,2023-01-08,ARI,SF,ARI,SF,away,14.0,100,6.7,7.3,Value,0.0,4.4,-0.8,6.7,25,38,13,loss,-11.0,-1.0,-0.0
2022,18,2022_18_DAL_WAS,2023-01-08,DAL,WAS,WAS,DAL,home,7.5,-110,3.8,3.7,Lean,0.0,-1.5,3.8,-3.8,20,26,6,win,27.5,0.9091,0.0
2022,18,2022_18_DET_GB,2023-01-08,DET,GB,DET,GB,away,5.5,-110,3.7,1.8,No Play,0.0,0.5,-1.7,3.7,-4,16,20,win,9.5,0.9091,0.0
2023,1,2023_01_DET_KC,2023-09-07,DET,KC,KC,DET,home,-4.0,-110,-7.2,3.2,Lean,0.0,5.1,-0.6,7.2,-1,20,21,loss,-5.0,-1.0,-0.0
2023,1,2023_01_CAR_ATL,2023-09-10,CAR,ATL,CAR,ATL,away,3.5,-108,1.4,2.1,Watch,0.0,-1.4,-1.3,1.4,14,24,10,loss,-10.5,-1.0,-0.0
