season,source,source_label,source_url,published_at,target_week,safe_after,team,rating,ratings_sha256
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Air Force,8.8,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Akron,-21.2,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Alabama,21.9,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,App. St.,-5.4,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Arizona,8.4,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Arizona St.,-4.1,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Arkansas,3.9,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Arkansas St.,-12.7,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Army,-13.2,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Auburn,5.9,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Ball St.,-18.4,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Baylor,-2.6,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,BGSU,-13.7,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Boise St.,2.3,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Boston Coll.,-4.4,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Buffalo,-12.8,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,BYU,0.5,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,California,0.0,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Charlotte,-20.9,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Cincinnati,-2.4,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Clemson,13.2,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,CMU,-18.3,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Coastal Caro.,0.3,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Colorado,-3.4,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Colorado St.,-12.1,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,Duke,8.9,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,ECU,-15.3,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,EMU,-15.1,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,FAU,-7.1,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 10,,2023-10-30T00:00:00-04:00,10,2023-10-30T00:00:00-04:00,FIU,-18.3,6055d0893b9a6b72b24290a4814bb7029cf7cca543f4e56e799d2c18d0eaf655
