season,source,source_label,source_url,published_at,target_week,safe_after,team,rating,ratings_sha256
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Air Force,8.2,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Akron,-21.0,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Alabama,22.8,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,App. St.,-6.0,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Arizona,8.3,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Arizona St.,-5.0,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Arkansas,4.4,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Arkansas St.,-14.0,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Army,-12.4,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Auburn,4.1,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Ball St.,-18.3,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Baylor,-0.2,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,BGSU,-14.2,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Boise St.,0.0,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Boston Coll.,-4.6,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Buffalo,-13.3,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,BYU,3.1,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,California,-1.0,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Charlotte,-18.0,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Cincinnati,1.0,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Clemson,14.9,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,CMU,-18.7,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Coastal Caro.,-2.3,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Colorado,-2.5,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Colorado St.,-11.6,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Duke,11.6,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,ECU,-14.1,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,EMU,-15.2,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,FAU,-9.5,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,FIU,-17.6,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Florida,9.2,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Florida St.,18.5,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Fresno St.,3.2,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Ga. Southern,-5.5,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
2023,Bill Connelly public workbook,Bill Connelly 2023 SP+ FBS week 9,,2023-10-23T00:00:00-04:00,9,2023-10-23T00:00:00-04:00,Ga. Tech,-1.8,5dd9ca192633a93f030c3b39bd2500e0f1da05c586fe6eca45ad8957f4f271c6
